name,mass,radius,orbital_period,semi_major_axis,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,log_radius,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized,log_mass,mass_source
Kepler-59 b,2.05,0.098,11.8681707,0.112,Primary Transit,Kepler-59,0.0779999999999999,1.04,0.94,6074.0,-2.322787800311565,100256.72188492112,0.0592944584462467,1.0850833636500126e+17,1.1063829787234043,0.0082573803897175,-0.9507819773298184,9.285714285714286,0.084258983568546,1.252131030696474,0.1042553191489361,0.31175386105575426,Observed
Kepler-59 c,1.37,0.177,17.9801235,0.148,Primary Transit,Kepler-59,0.0779999999999999,1.04,0.94,6074.0,-1.731605546408308,99724.11588258974,0.0517188564062187,6.214063967141053e+16,1.1063829787234043,0.0098442037953743,-0.8297382846050426,7.027027027027027,0.0556169705953354,1.252131030696474,0.1882978723404255,0.1367205671564068,Observed
Kepler-5 b,2.111,1.426,3.5484657,0.0538,Primary Transit,Kepler-5,0.04,1.37,1.79,6297.0,0.3548733219921041,80860.12274627187,0.0952624029946976,5.432130839055849e+17,0.7653631284916201,0.4018638252583363,-1.269217724333611,25.46468401486989,0.2818119391713438,0.2388699255615056,0.7966480446927374,0.3244882333076564,Observed
Kepler-60 b,0.01318,0.153,7.1334,0.07497,Primary Transit,Kepler-60,-0.09,1.04,1.26,5905.0,-1.8773173575897013,120762.09047048996,0.0660344860065682,2.1632394088765734e+17,0.8253968253968255,0.0214483976785263,-1.1251124891538875,13.872215552887823,0.1401856057420024,0.5199022583754254,0.1214285714285714,-1.8800845897420089,Observed
Kepler-60 c,0.01211,0.17,8.9187,0.08701,Primary Transit,Kepler-60,-0.09,1.04,1.26,5905.0,-1.7719568419318752,120752.35390156516,0.0612981660530902,1.6059842081365664e+17,0.8253968253968255,0.0190610739233296,-1.0604308313440984,11.952649120790714,0.1121239642548802,0.5199022583754254,0.1349206349206349,-1.9168558568569478,Observed
Kepler-60 d,0.01309,0.178,11.8981,0.10548,Primary Transit,Kepler-60,-0.09,1.04,1.26,5905.0,-1.725971728690052,120627.09417173208,0.0557022033939286,1.0927966765672552e+17,0.8253968253968255,0.0149603718240727,-0.9768298788786032,9.859689040576413,0.0840470327195098,0.5199022583754254,0.1412698412698412,-1.8830603534492443,Observed
Kepler-62 b,0.03,0.117,5.714932,0.0553,Primary Transit,Kepler-62,-0.37,0.69,0.64,4925.0,-2.145581344184381,193128.6659439717,0.0607986494829739,1.9238653674045725e+17,1.078125,0.0204726845393786,-1.2572748686953017,12.477396021699818,0.1749802097382786,2.6321411132812496,0.1828125,-1.5228787452803376,Observed
Kepler-62 c,0.013,0.048,12.4417,0.0929,Primary Transit,Kepler-62,-0.37,0.69,0.64,4925.0,-3.036554268074246,193068.8938864486,0.0469154468470533,6.817003411664394e+16,1.078125,0.0038579936825353,-1.0319842860063582,7.427341227125941,0.080374868386153,2.6321411132812496,0.075,-1.8860566476931633,Observed
Kepler-62 d,0.044,0.174,18.16406,0.12,Primary Transit,Kepler-62,-0.37,0.69,0.64,4925.0,-1.7486999797676082,190933.4928724537,0.0415095654199309,4.085662112087674e+16,1.078125,0.0095793561571586,-0.9208187539523752,5.75,0.0550537710181534,2.6321411132812496,0.271875,-1.3565473235138126,Observed
Kepler-62 e,0.113,0.144,122.3874,0.427,Primary Transit,Kepler-62,-0.37,0.69,0.64,4925.0,-1.9379419794061368,192393.23288242763,0.0219215387055014,3226778757853249.0,1.078125,0.0011765917079699,-0.3695721249749761,1.6159250585480094,0.0081707757497912,2.6321411132812496,0.2249999999999999,-0.9469215565165803,Observed
Kepler-62 f,0.11,0.126,267.291,0.718,Primary Transit,Kepler-62,-0.37,0.69,0.64,4925.0,-2.071473372030659,193016.90117164288,0.016877960913592,1141237544984569.2,1.078125,0.0004713963433112,-0.1438755557576996,0.9610027855153204,0.0037412408199303,2.6321411132812496,0.196875,-0.958607314841775,Observed
Kepler-63 b,0.378,0.545,9.4341505,0.08,Primary Transit,Kepler-63,0.05,0.98,0.9,5576.0,-0.6069694843188929,173834.36651689495,0.0532803483020932,1.5104664606784e+17,1.0888888888888888,0.057768847338189,-1.0969100130080565,12.25,0.1059978850242001,1.344307270233196,0.6055555555555556,-0.4225082001627747,Observed
Kepler-64 (AB)b,0.53,0.553,138.506,0.634,Primary Transit,Kepler-64 (AB),0.0622,1.93,1.7,5573.0,-0.5923972774598022,75278.23028984481,0.0287607719864255,1.300672220682913e+17,1.1352941176470588,0.0039926068184771,-0.1979107421182673,3.0441640378548893,0.0072199038308809,0.3928353348259719,0.3252941176470588,-0.27572413039921095,Observed
Kepler-65 d,0.034,0.136,8.13123,0.084,Primary Transit,Kepler-65,0.17,1.25,1.41,6211.0,-1.995100393246085,111551.29932124636,0.0649086996436068,2.1090532489561235e+17,0.8865248226950355,0.0167256368347716,-1.0757207139381184,14.88095238095238,0.1229826237850854,0.445915609222391,0.0964539007092198,-1.4685210829577449,Observed
Kepler-66 b,0.047,0.25,17.815815,0.1352,Primary Transit,Kepler-66,-0.2,1.04,0.97,5962.0,-1.3862943611198906,128434.38599354064,0.047681604997059,6.91217147704221e+16,1.0721649484536082,0.0140324762016219,-0.8690233083943829,7.692307692307693,0.0561299048064879,1.1395099887911662,0.2577319587628866,-1.3279021420642825,Observed
Kepler-67 b,0.047,0.262,15.7259,0.1171,Primary Transit,Kepler-67,-0.2,0.86,0.78,5331.0,-1.3394107752210402,154014.0474496759,0.0467865749795388,5.89007656154331e+16,1.1025641025641024,0.0166604137124107,-0.9314431049276368,7.344150298889838,0.0635893653145448,1.8122355400461907,0.3358974358974359,-1.3279021420642825,Observed
Kepler-68 b,0.02407,0.206,5.3988,0.0617,Primary Transit,Kepler-68,0.126,1.064,1.259,5793.0,-1.579879110192556,124090.62910683488,0.0718071670469327,2.95831071085532e+17,0.8451151707704528,0.0381566273986811,-1.2097148359667584,17.244732576985413,0.1852263465955397,0.5331684442438291,0.1636219221604448,-1.61852390972497,Observed
Kepler-68 c,0.00642,0.0827,9.6051,0.09059,Primary Transit,Kepler-68,0.126,1.064,1.259,5793.0,-2.492535676952492,124097.49140975918,0.0592595347239902,1.3723143183731549e+17,0.8451151707704528,0.0086100092659108,-1.0429197403421002,11.745225742355668,0.1041113575079905,0.5331684442438291,0.0656870532168387,-2.192464971931147,Observed
Kepler-6 b,0.668,1.304,3.2346996,0.04852,Primary Transit,Kepler-6,0.34,1.21,1.39,5647.0,0.2654364635044612,91602.12172214672,0.0942468200460882,4.3194610935244704e+17,0.8705035971223022,0.4031286243705598,-1.3140792078054646,24.93816982687552,0.3091477180755826,0.4505478997579329,0.9381294964028778,-0.1752235375244543,Observed
Kepler-70 b,0.0014,0.068,0.240104,0.006,Other,Kepler-70,0.0108,0.5,0.2,27730.0,-2.6882475738060303,266897.8278518519,0.1570115943219501,1.6424682289400277e+22,2.5,0.2832106087362143,-2.221848749616356,83.33333333333333,4.164861893179622,62.49999999999999,0.34,-2.853871964321762,Observed
Kepler-70 c,0.0021,0.077,0.342887,0.0076,Other,Kepler-70,0.0108,0.5,0.2,27730.0,-2.563949857128453,267831.2590414966,0.1392651466359612,1.023699034657912e+22,2.5,0.2245637775710365,-2.1191864077192086,65.78947368421052,2.916412695727747,62.49999999999999,0.3849999999999999,-2.677780705266081,Observed
Kepler-74 b,0.63,0.96,7.340711,0.0781,Primary Transit,Kepler-74,0.42,1.18,1.12,6000.0,-0.0408219945202551,113115.76872593064,0.0668486707201422,2.1247260070725837e+17,1.0535714285714284,0.1307775227767446,-1.1073489661226996,15.108834827144683,0.1362265862257757,0.8399006924198248,0.857142857142857,-0.2006594505464183,Observed
Kepler-75 b,10.1,1.05,8.8849116,0.0818,Primary Transit,Kepler-75,0.3,0.91,0.89,5200.0,0.048790164169432,144226.91408091033,0.0578468960937428,1.0927146537861443e+17,1.0224719101123596,0.1181778781006667,-1.087246696328677,11.12469437652812,0.112550360095873,1.2908369020481751,1.1797752808988764,1.0043213737826426,Observed
Kepler-76 b,2.01,1.36,1.5449298,0.0274,Other,Kepler-76,-0.1,1.2,1.32,6409.0,0.3074846997479607,116028.80307215887,0.1114350162814651,2.2472943540265344e+18,0.9090909090909092,0.8802988977233788,-1.562249437179612,43.7956204379562,0.6472786012671903,0.5217463895149845,1.0303030303030305,0.30319605742048883,Observed
Kepler-77 b,0.43,0.96,3.57878087,0.04501,Primary Transit,Kepler-77,0.2,0.95,0.99,5520.0,-0.0408219945202551,140456.93125481697,0.0790230474983379,4.582877883070344e+17,0.9595959595959596,0.2682477734379976,-1.3466909870615211,21.106420795378803,0.2794247639979141,0.9790796445219464,0.9696969696969696,-0.36653154442041347,Observed
Kepler-78 Ab,0.00619,0.1,0.35500744,0.01,Primary Transit,Kepler-78 A,-0.18,0.779,0.7475,5058.0,-2.302585092994045,126030.2824553536,0.1769874261559021,6.54508513556496e+18,1.042140468227425,0.2816842373782364,-2.0,77.9,2.816842373782364,1.8651074922695263,0.1337792642140468,-2.208309350979882,Observed
Kepler-79 b,0.0343,0.31,13.4845,0.117,Primary Transit,Kepler-79,-0.073,1.17,1.3,6174.0,-1.171182981502945,113530.38483703617,0.0545168661010798,1.061438355768994e+17,0.8999999999999999,0.0229893581519522,-0.9318141382538384,9.999999999999998,0.0741592198450072,0.5325443786982248,0.2384615384615384,-1.4647058799572295,Observed
Kepler-79 c,0.019,0.332,27.4029,0.187,Primary Transit,Kepler-79,-0.073,1.17,1.3,6174.0,-1.1026203100656484,114833.4022372451,0.0428770550723676,4.155117290206114e+16,0.8999999999999999,0.0121155060230851,-0.7281583934635011,6.256684491978609,0.0364924880213408,0.5325443786982248,0.2553846153846154,-1.7212463990471711,Observed
Kepler-79 d,0.019,0.639,52.0902,0.287,Primary Transit,Kepler-79,-0.073,1.17,1.3,6174.0,-0.4478508246046022,114780.0367894911,0.0346183002399787,1.7640167602036886e+16,0.8999999999999999,0.0122671826946335,-0.5421181032660077,4.076655052264808,0.0191974690056862,0.5325443786982248,0.4915384615384615,-1.7212463990471711,Observed
Kepler-79 e,0.013,0.311,81.0659,0.386,Primary Transit,Kepler-79,-0.073,1.17,1.3,6174.0,-1.1679623668029029,114265.3365874342,0.0299177524528972,9751959550673682.0,0.8999999999999999,0.0038363849658117,-0.413412695328245,3.031088082901554,0.0123356429768867,0.5325443786982248,0.2392307692307692,-1.8860566476931633,Observed
Kepler-7 b,0.441,1.622,4.8854892,0.06067,Primary Transit,Kepler-7,0.11,1.36,1.97,5933.0,0.4836599556932212,106879.43031683992,0.07802716104389,3.3662735404300915e+17,0.6903553299492386,0.3320035995576451,-1.2170260050559518,22.416350749958795,0.2046877925756135,0.1778853693600038,0.8233502538071067,-0.35556141053216145,Observed
Kepler-80 b,0.0218,0.238,7.05246,0.0648,Primary Transit,Kepler-80,0.04,0.73,0.68,4540.0,-1.4354846053106625,182791.60476098245,0.0577316862350494,1.011750434766042e+17,1.0735294117647058,0.0337470896680023,-1.1884249941294067,11.265432098765432,0.1417944944033713,2.3216466517402803,0.35,-1.6615435063953952,Observed
Kepler-80 c,0.02121,0.244,9.52355,0.0792,Primary Transit,Kepler-80,0.04,0.73,0.68,4540.0,-1.410587053688935,182566.96156469063,0.0522523928922117,6.7728748112437496e+16,1.0735294117647058,0.0256206981640249,-1.1012748184105066,9.217171717171716,0.1050028613279711,2.3216466517402803,0.3588235294117646,-1.673459331483438,Observed
Kepler-80 d,0.02124,0.136,3.07222,0.0372,Primary Transit,Kepler-80,0.04,0.73,0.68,4540.0,-1.995100393246085,183347.8427566989,0.076079998641725,3.069994035148573e+17,1.0735294117647058,0.0442676631230836,-1.4294570601181025,19.623655913978496,0.3254975229638502,2.3216466517402803,0.2,-1.6728454875905685,Observed
Kepler-80 e,0.01299,0.143,4.64489,0.0491,Primary Transit,Kepler-80,0.04,0.73,0.68,4540.0,-1.9449106487222296,182266.30552317688,0.0664180203583976,1.7622212225766445e+17,1.0735294117647058,0.0307865202405223,-1.3089185078770316,14.867617107942976,0.2152903513323243,2.3216466517402803,0.2102941176470588,-1.886390848926972,Observed
Kepler-82 b,0.03823,0.363,26.44,0.1683,Primary Transit,Kepler-82,0.15,0.91,0.9,5428.0,-1.0133524447172864,146646.1122012871,0.0399947082904056,3.0647222687108616e+16,1.011111111111111,0.0137291981845688,-0.7739158840241761,5.40701128936423,0.037821482602118,1.2482853223593964,0.4033333333333333,-1.417595701980972,Observed
Kepler-82 c,0.04373,0.476,51.54,0.2626,Primary Transit,Kepler-82,0.15,0.91,0.9,5428.0,-0.7423374247507171,146691.4032882791,0.0320132802030531,1.2588381975224846e+16,1.011111111111111,0.0092355452076057,-0.5807052782465395,3.4653465346534653,0.0194024058983313,1.2482853223593964,0.5288888888888889,-1.359220522655143,Observed
Kepler-84 Ac,0.0636,0.281,12.88291395,0.1072,"Primary Transit, TTV",Kepler-84 A,-0.18,0.987,1.131,6036.0,-1.2694006096483912,134723.65479362645,0.0522830058124894,1.1550674717222098e+17,0.8726790450928382,0.0218118355125705,-0.9698052146432488,9.207089552238806,0.0776221904361939,0.6822276829053092,0.2484526967285588,-1.1965428843515862,Observed
Kepler-85 b,0.0465,0.176,8.306,0.07891,Primary Transit,Kepler-85,0.073,0.95,0.89,5436.0,-1.7372712839439852,140406.66483258206,0.0596925298085168,1.4023412385098125e+17,1.0674157303370786,0.0211895015651336,-1.1028679566179056,12.039031808389304,0.1203948952564411,1.3475769856546882,0.197752808988764,-1.332547047110046,Observed
Kepler-85 c,0.059,0.194,12.513,0.10369,Primary Transit,Kepler-85,0.073,0.95,0.89,5436.0,-1.6398971199188088,140446.93491855828,0.0520661299849317,8.12164576457688e+16,1.0674157303370786,0.0155038759689922,-0.9842631255225496,9.161924968656573,0.0799168864381043,1.3475769856546882,0.2179775280898876,-1.2291479883578558,Observed
Kepler-86 b,0.34235,0.8466,282.5254,0.824,Primary Transit,Kepler-86,-0.078,0.94,1.0,5629.0,-0.1665269508953137,142670.23015648298,0.0183252362198796,1478667648901995.2,0.94,0.0029965447354467,-0.0840727883028842,1.1407766990291262,0.003539504766651,0.94,0.8466,-0.46552966779666244,Observed
Kepler-87 b,1.02,1.204,114.73635,0.481,Primary Transit,Kepler-87,-0.17,1.1,1.82,5600.0,0.1856493468866292,118295.12044993254,0.0263404939476755,4250714683978717.5,0.6043956043956045,0.0104936229887041,-0.3178549236261682,2.2869022869022877,0.0087156337115482,0.1824645587476163,0.6615384615384615,0.00860017176191757,Observed
Kepler-87 c,0.02,0.548,191.2318,0.676,Primary Transit,Kepler-87,-0.17,1.1,1.82,5600.0,-0.6014799920341214,118380.49129365275,0.0222109150656606,2152081509751059.2,0.6043956043956045,0.0028656321804218,-0.170053304058364,1.6272189349112427,0.0052292558036895,0.1824645587476163,0.3010989010989011,-1.6989700043360187,Observed
Kepler-88 b,0.03,0.307,10.91647,0.0975955389242942,Primary Transit,Kepler-88,0.27,0.99,0.9,5466.0,-1.18090753139494,128196.02272727268,0.0561729988004729,9.371704281542774e+16,1.1,0.0281226440415262,-1.0105700334075016,10.143906278010846,0.0916047037183265,1.3580246913580245,0.3411111111111111,-1.5228787452803376,Observed
Kepler-89 Ab,0.018115,0.14613,3.743208,0.05119,Primary Transit,Kepler-89 A,0.11,1.183,1.4286,6184.0,-1.923258642495576,104455.79338653332,0.0859252961295559,5.580943997118381e+17,0.8280834383312333,0.039038706905948,-1.2908148704497546,23.109982418441103,0.2671505297060703,0.4057446548338131,0.1022889542209155,-1.7419616616294444,Observed
Kepler-89 Ac,0.019528,0.34473,10.423648,0.1013,Primary Transit,Kepler-89 A,0.11,1.183,1.4286,6184.0,-1.064993777044485,104522.82475371308,0.0610617963708379,1.4251449325839469e+17,0.8280834383312333,0.0330719149380332,-0.9943905546397196,11.678183613030605,0.0959357031242804,0.4057446548338131,0.2413061738765224,-1.709342233590868,Observed
Kepler-89 Ad,0.2504561,0.91989,22.342989,0.1684,Primary Transit,Kepler-89 A,0.11,1.183,1.4286,6184.0,-0.0835011813049328,104533.69019793428,0.0473566184779056,5.156959839726474e+16,0.8280834383312333,0.0411713043407039,-0.7736579128363693,7.024940617577197,0.0447567691144636,0.4057446548338131,0.643910121797564,-0.6012683863578647,Observed
Kepler-89 Ae,0.0254662,0.54564,54.32031,0.3046,Primary Transit,Kepler-89 A,0.11,1.183,1.4286,6184.0,-0.6057958613572175,104408.24181213812,0.0352328299408987,1.5762246886380124e+16,0.8280834383312333,0.0100448616732857,-0.5162701009999763,3.883782009192384,0.0184093205653649,0.4057446548338131,0.3819403611927761,-1.594035854492736,Observed
Kepler-8 b,0.59,1.416,3.5224991,0.0474,Primary Transit,Kepler-8,-0.0549999999999999,1.21,1.49,6213.0,0.347835995271528,116510.95354620367,0.0845487749195769,6.632064344541299e+17,0.8120805369127516,0.4019873276901617,-1.324221658325915,25.527426160337555,0.2838893557133911,0.3657855668270581,0.9503355704697988,-0.22914798835785583,Observed
Kepler-90 g,0.047,0.723,210.60697,0.71,"Primary Transit, TTV",Kepler-90,-0.12,1.2,1.2,6080.0,-0.3243460568233724,123928.28332345444,0.021181927493176,2710800890616941.0,1.0,0.0034329348169246,-0.1487416512809247,1.6901408450704225,0.0047481809362719,0.6944444444444445,0.6025,-1.3279021420642825,Observed
Kepler-90 h,0.639,1.008,331.60059,1.01,"Primary Transit, TTV",Kepler-90,-0.12,1.2,1.2,6080.0,0.0079681696491768,106725.07479692642,0.0191375327777655,1339588990255857.2,1.0,0.0030398015878077,0.0043213737826425,1.188118811881188,0.0030156761783807,0.6944444444444445,0.8400000000000001,-0.19449914184159983,Observed
Kepler-91 b,0.81,1.367,6.24658,0.0731,Primary Transit,Kepler-91,0.11,1.31,6.3,4550.0,0.3126185577418125,99892.40788871086,0.0735283700768785,8.020673407116163e+16,0.2079365079365079,0.2188397491107133,-1.1360826230421397,17.920656634746923,0.1600875999346842,0.0052390150651677,0.216984126984127,-0.09151498112135022,Observed
Kepler-92 Ab,0.202,0.313,13.749,0.1216614326411459,Primary Transit,Kepler-92 A,0.17,1.209,1.53,5883.0,-1.161552088441984,104974.41066997514,0.0555983217704027,8.092627324324032e+16,0.7901960784313726,0.0227652920212379,-0.914847073747821,9.937413802828388,0.0727325623681722,0.3375608007310746,0.2045751633986928,-0.6946486305533762,Observed
Kepler-92 Ac,0.019,0.232,26.723,0.1894795418933021,Primary Transit,Kepler-92 A,0.17,1.209,1.53,5883.0,-1.4610179073158271,104974.41066997516,0.0445509513765338,3.3363433732190548e+16,0.7901960784313726,0.0086816599932642,-0.7224376739411861,6.380636072472669,0.0374209482468285,0.3375608007310746,0.1516339869281046,-1.7212463990471711,Observed
Kepler-93 b,0.0143,0.14,4.72674,0.053,Primary Transit,Kepler-93,-0.18,1.09,0.98,5669.0,-1.9661128563728327,150070.66926120225,0.0704521131436292,3.676834556884019e+17,1.1122448979591837,0.0296187224175647,-1.275724130399211,20.566037735849054,0.2115623029826053,1.1581058912527946,0.1428571428571428,-1.8446639625349381,Observed
Kepler-94 b,0.034,0.313,2.50806,0.0342413100532066,Primary Transit,Kepler-94,0.34,0.81,0.76,4781.0,-1.161552088441984,156684.02777777772,0.0857812397729275,4.4562980542611136e+17,1.0657894736842106,0.1247976523687631,-1.4654496278151332,23.65563697012067,0.3987145443091473,1.845203382417262,0.4118421052631579,-1.4685210829577449,Observed
Kepler-95 Ab,0.041,0.2779,11.5231,0.10228,Primary Transit,Kepler-95 A,0.2,1.0,1.451,5699.0,-1.2804939422336792,124098.49182985182,0.0557700786436226,1.008354380237355e+17,0.6891798759476223,0.024116774131961,-0.990209280645702,9.777082518576456,0.086782202705869,0.3273390085535355,0.1915230875258442,-1.3872161432802645,Observed
Kepler-96 b,0.027,0.238,16.2385,0.1276029430394664,Primary Transit,Kepler-96,0.04,1.0,1.02,5690.0,-1.4354846053106625,126914.06249999996,0.0493735835735104,6.437654772985753e+16,0.9803921568627452,0.0146565261569726,-0.8941393089137546,7.836809842941543,0.0615820426763555,0.9423223345470444,0.2333333333333333,-1.5686362358410126,Observed
Kepler-974 c,0.00217,0.0544,0.1768913,0.005,Primary Transit,Kepler-974,0.07,0.534,0.538,3609.0,-2.91139112512024,250324.25612551995,0.1776001789567826,6.78590100256644e+18,0.9925650557620818,0.3075334965597516,-2.3010299956639813,106.8,5.653189274995435,3.429212751903932,0.1011152416356877,-2.6635402661514704,Observed
Kepler-97 Ab,0.011,0.132,2.58664,0.0367307696602243,Primary Transit,Kepler-97 A,-0.2,0.94,0.98,5779.0,-2.0249533563957662,135014.9601063829,0.0892224013587198,8.267052973151677e+17,0.9591836734693876,0.0510314539325147,-1.4349699713093134,25.591622737432715,0.3866019237311724,0.9987335208969051,0.1346938775510204,-1.958607314841775,Observed
Kepler-98 b,0.011,0.178,1.54168,0.0264669953934183,Primary Transit,Kepler-98,0.18,0.99,1.11,5539.0,-1.725971728690052,128196.02272727263,0.1078674151452414,1.3437428828226076e+18,0.8918918918918918,0.1154584608997976,-1.5772953582121738,37.40507697546159,0.6486430387629081,0.7238794674879406,0.1603603603603603,-1.958607314841775,Observed
Kepler-99 Bb,0.0119971,0.16166,4.60358,0.05069,Primary Transit,Kepler-99 B,0.21,0.769,0.745,4774.0,-1.8222599146764389,162713.84792768795,0.0691841269666071,2.021552740801037e+17,1.0322147651006712,0.0351161487364181,-1.2950777087765983,15.170645097652397,0.2172222487716081,1.859762650512448,0.216993288590604,-1.920923721136214,Observed
Kepler-9 b,0.13655,0.74,19.23891,0.143,Primary Transit,Kepler-9,0.05,1.02,0.96,5774.0,-0.3011050927839216,126576.42156936912,0.0467019960552173,5.435444219931421e+16,1.0625,0.0384637175390913,-0.8446639625349383,7.132867132867133,0.0519779966744477,1.1528862847222223,0.7708333333333334,-0.8647082955242479,Observed
Kepler-9 c,0.09408,0.721,38.9853,0.227,Primary Transit,Kepler-9,0.05,1.02,0.96,5774.0,-0.327116141697188,129934.41322849468,0.0365851504215631,2.1570261183678624e+16,1.0625,0.0184941503592379,-0.6439741428068773,4.493392070484582,0.0256506939795256,1.1528862847222223,0.7510416666666667,-1.0265026912679367,Observed
Kepler-9 d,0.016518264481,0.146,1.592851,0.0273,Primary Transit,Kepler-9,0.05,1.02,0.96,5774.0,-1.924148657273801,124698.82575398902,0.1076880128059703,1.4913577111376456e+18,1.0625,0.0916595463103579,-1.563837352959244,37.362637362637365,0.6278051117147806,1.1528862847222223,0.1520833333333333,-1.7820355844925921,Observed
KOI-134 b,1.0,1.08,67.701,0.364,Primary Transit,KOI-134,0.23,1.17,1.8,6154.0,0.0769610411361284,95035.53333478198,0.0337820630686898,1.0824982435580364e+16,0.6499999999999999,0.0159524970089068,-0.438898616350944,3.214285714285714,0.0147708305638026,0.2006172839506172,0.6,0.0,Observed
KOI-2700 b,0.00271,0.0946,0.910022,0.0160362827531256,Primary Transit,KOI-2700,-0.2,0.632,0.574,4433.0,-2.3580978029243043,200813.39003164548,0.1107214289063525,1.5017011552627922e+18,1.1010452961672474,0.103953530793761,-1.7948962948361062,39.41062961594479,1.098874532703605,3.3418072823733675,0.164808362369338,-2.567030709125594,Observed
KPNO-Tau 12,6.5,1.4,13650138628.305984,80679.0,Imaging,IRAS 04158+2805,0.0118,0.3759999999999999,0.386,2974.0,0.3364722366212129,354807.3470744681,3.713670030769878e-05,12018.294546700983,0.9740932642487048,1.0256306094187581e-10,4.906760506581216,4.660444477497242e-06,7.325932924419701e-11,6.537714195338832,3.6269430051813463,0.8129133566428556,Observed
KPS-1 b,1.09,1.03,1.706291,0.0269,Primary Transit,KPS-1,0.2199999999999999,0.892,0.907,5165.0,0.0295588022415444,149571.6760014547,0.099055603506747,9.835053878479084e+17,0.9834619625137816,0.6036484984097086,-1.570247719997592,33.15985130111524,0.5860665033103967,1.1954818671314031,1.13561190738699,0.037426497940623665,Observed
L 168-9 b,0.01265,0.1392,1.40152634,0.0208,Primary Transit,L 168-9,-0.03,0.614,0.604,3842.0,-1.9718435310818176,218279.2855084921,0.0932485181757878,5.036197721183802e+17,1.0165562913907285,0.0993202881937987,-1.6819366650372385,29.51923076923077,0.7135078174841866,2.7864904263813224,0.2304635761589404,-1.8979094744881633,Observed
L 98-59 b,0.0013,0.0758,2.2531136,0.02191,Primary Transit,L 98-59,-0.46,0.32,0.291,3415.0,-2.579656986333811,482657.48476521694,0.0610997111198941,2.8332055048363907e+17,1.0996563573883162,0.0336423338796588,-1.6593576224392947,14.60520310360566,0.4438302622646279,12.985868818132952,0.2604810996563574,-2.886056647693163,Observed
L 98-59 c,0.00698,0.12356,3.6906777,0.0304,Primary Transit,L 98-59,-0.46,0.32,0.291,3415.0,-2.0910284109317563,484832.2390232215,0.0517544063352536,1.4716877158784733e+17,1.0996563573883162,0.0334789461566909,-1.5171264163912463,10.526315789473683,0.270952947205333,12.985868818132952,0.4246048109965636,-2.156144577376839,Observed
L 98-59 d,0.0061,0.1357,7.4507245,0.0486,Primary Transit,L 98-59,-0.46,0.32,0.291,3415.0,-1.9973087121413136,483602.1271071401,0.0409843104424177,5.758247046970525e+16,1.0996563573883162,0.0182129939175713,-1.3133637307377066,6.584362139917696,0.1342151357227072,12.985868818132952,0.4663230240549828,-2.214670164989233,Observed
LHS 1140 b,0.02196,0.15407,24.736,0.0936,Primary Transit,LHS 1140,-0.24,0.146,0.186,3131.0,-1.8703482343884532,746159.0284294644,0.0237753130963781,1.096934189768256e+16,0.7849462365591398,0.0062285737386804,-1.0287241512618948,1.5598290598290596,0.0404269081500646,22.688930412739616,0.8283333333333334,-1.6583676642219456,Observed
LHS 1140 c,0.00569,0.11437,3.777931,0.02675,Primary Transit,LHS 1140,-0.24,0.146,0.186,3131.0,-2.168316472189012,745652.8538252977,0.0444886915528774,1.3430268577786147e+17,0.7849462365591398,0.0302731839199815,-1.5726762136427528,5.457943925233645,0.2646951466291999,22.688930412739616,0.6148924731182795,-2.2448877336049287,Observed
LHS 1478 b,0.00733,0.1106,1.9495378,0.01848,Primary Transit,LHS 1478,-0.13,0.236,0.246,3381.0,-2.201835189893903,602223.1134548084,0.0595593809346393,3.826280013959194e+17,0.959349593495935,0.0567313955133365,-1.733298033115912,12.77056277056277,0.5129420932489742,15.852825591511913,0.4495934959349594,-2.1348960253588722,Observed
LHS 1678 b,0.00019,0.06111,0.8602325,0.01239,Primary Transit,LHS 1678,-0.174,0.345,0.329,3490.0,-2.795079760075313,389061.06711576745,0.0904972387766738,9.664048372082724e+17,1.0486322188449846,0.0710389342416149,-1.9069286936239365,27.84503631961259,1.1624764235250356,9.68793912514652,0.1857446808510638,-3.721246399047171,Observed
LHS 1678 c,0.00123,0.08395,3.694284,0.0327,Primary Transit,LHS 1678,-0.174,0.345,0.329,3490.0,-2.477533895458587,390316.8498373396,0.0556156915777922,1.3874144152662046e+17,1.0486322188449846,0.0227242951543519,-1.485452247339714,10.55045871559633,0.2706884473418935,9.68793912514652,0.2551671732522796,-2.910094888560602,Observed
LHS 1678 d,0.00289,0.08752,4.9652229,0.04,Primary Transit,LHS 1678,-0.174,0.345,0.329,3490.0,-2.435887940308466,385209.97572944383,0.050617548768492,9.272177250625e+16,1.0486322188449846,0.0176266004090168,-1.3979400086720375,8.625,0.2014008273425147,9.68793912514652,0.2660182370820668,-2.5391021572434522,Observed
LHS 1815 b,0.0132,0.09707,3.81433,0.0404,Primary Transit,LHS 1815,-0.12,0.502,0.501,3643.0,-2.332322911258002,220644.1574613269,0.066549220022928,1.079130468579067e+17,1.001996007984032,0.0254487681978224,-1.393618634889395,12.425742574257429,0.2621692407316619,3.992000063681149,0.19375249500998,-1.8794260687941502,Observed
