name,mass,radius,orbital_period,semi_major_axis,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,log_radius,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized,log_mass,mass_source
HAT-P-11 b,0.0736,0.389,4.887802443,0.053,Primary Transit,HAT-P-11,0.31,0.809,0.683,4780.0,-0.9441759353636908,160472.15299741915,0.0681305812098506,1.8584883679601283e+17,1.1844802342606149,0.0795858679920873,-1.275724130399211,15.264150943396228,0.2045909202881422,2.539138616903324,0.5695461200585651,-1.1331221856625011,Observed
HAT-P-12 b,0.210489884529,0.949,3.2130598,0.0384,Primary Transit,HAT-P-12,-0.2899999999999999,0.73,0.7,4650.0,-0.0523464803722092,182324.0435278158,0.0750917601333458,3.1706577301025395e+17,1.042857142857143,0.2953570923267596,-1.4156687756324693,19.010416666666668,0.3112298127784612,2.1282798833819245,1.3557142857142856,-0.6767687701313745,Observed
HAT-P-13 b,0.9,1.44,2.916415,0.045,Primary Transit,HAT-P-13,0.43,1.22,1.56,5638.0,0.3646431135879092,93338.56188998627,0.0969489386191887,4.9897094630021536e+17,0.782051282051282,0.4937568898802125,-1.3467874862246565,27.11111111111111,0.3428867290834809,0.3213557207640047,0.923076923076923,-0.045757490560675115,Observed
HAT-P-14 Ab,2.444,1.01,4.627686,0.0606,Primary Transit,HAT-P-14 A,0.11,1.386,1.468,6600.0,0.009950330853168,96229.86890255049,0.0822789250642941,5.1669052053720224e+17,0.9441416893732968,0.2182516272711675,-1.2175273758337135,22.87128712871287,0.2160907200704628,0.438111914008056,0.6880108991825613,0.38810120157051664,Observed
HAT-P-15 b,1.946,1.072,10.863502,0.0964,Primary Transit,HAT-P-15,0.2199999999999999,1.013,1.08,5568.0,0.0695260626486103,131737.25067996417,0.055755415114952,1.0342912214034883e+17,0.9379629629629628,0.0986790447500262,-1.0159229660971691,10.50829875518672,0.0920513477145767,0.8041520601534317,0.9925925925925926,0.2891428359323331,Observed
HAT-P-16 Ab,4.193,1.289,2.77596,0.0413,Primary Transit,HAT-P-16 A,0.17,1.218,1.237,6158.0,0.2538667239570503,109389.65504675936,0.0934795721791801,8.430602927198351e+17,0.98464025869038,0.4643438666263202,-1.3840499483435988,29.49152542372881,0.360235738267122,0.6434846469183336,1.042037186742118,0.6225248624035682,Observed
HAT-P-17 b,0.571,0.98,10.3385308,0.0828,Primary Transit,HAT-P-17,0.0,0.857,0.837,5246.0,-0.0202027073175194,188289.7338149845,0.050321245203861,1.1047206482447898e+17,1.02389486260454,0.094791031623178,-1.08196966321512,10.35024154589372,0.0967255424726306,1.4615189404677342,1.1708482676224612,-0.243363891754152,Observed
HAT-P-18 Ab,0.183,0.947,5.50802957,0.0559,Primary Transit,HAT-P-18 A,0.1,0.77,0.717,4870.0,-0.0544561857960588,173682.91623755416,0.0637669159556343,1.800081750922456e+17,1.0739191073919108,0.1719308126372313,-1.2525881921135766,13.774597495527727,0.1815531284448061,2.0889750751171703,1.3207810320781033,-0.7375489102695706,Observed
HAT-P-19 b,0.292,1.132,4.008784,0.0466,Primary Transit,HAT-P-19,0.23,0.842,0.82,4990.0,0.1239859797809911,158806.2397920144,0.0730387158087262,2.8551593325075056e+17,1.026829268292683,0.2823798937533177,-1.33161408331,18.068669527896997,0.2494522029622947,1.5271107499891183,1.380487804878049,-0.5346171485515817,Observed
HAT-P-1 Bb,0.525,1.319,4.46529976,0.05561,Primary Transit,HAT-P-1 B,0.13,1.151,1.174,5980.0,0.2768738737351775,115942.47112521804,0.0782496033216495,4.135223105682991e+17,0.9804088586030664,0.2953889035212274,-1.2548471049230996,20.69771623808668,0.2239491307969882,0.711329848740794,1.1235093696763203,-0.2798406965940431,Observed
HAT-P-20 Ab,7.246,0.867,2.875317,0.0361,Primary Transit,HAT-P-20 A,0.35,0.756,0.694,4595.0,-0.1427163022015952,175731.59806464246,0.0788862548335307,3.42079980740345e+17,1.0893371757925072,0.3015319702140668,-1.442492798094342,20.94182825484765,0.3477877395779317,2.2617436732148497,1.2492795389048992,0.8600983296985181,Observed
HAT-P-21 b,4.063,1.024,4.124461,0.0494,Primary Transit,HAT-P-21,0.01,0.947,1.105,5588.0,0.023716526617316,141108.6236871752,0.0752557374587059,3.99550512364379e+17,0.8570135746606334,0.2482748654915151,-1.3062730510763532,19.17004048582996,0.2424559233315577,0.7018804485253238,0.9266968325791856,0.6088468223264116,Observed
HAT-P-22 Ab,2.147,1.08,3.21222,0.0414,Primary Transit,HAT-P-22 A,0.24,0.916,1.04,5302.0,0.0769610411361284,145415.111356665,0.080979469562245,4.610608125799995e+17,0.8807692307692307,0.3362160748641127,-1.3829996588791011,22.125603864734305,0.311311180429734,0.814320664542558,1.0384615384615383,0.33183204443624864,Observed
HAT-P-23 Ab,2.09,1.368,1.212884,0.0232,Primary Transit,HAT-P-23 A,0.1599999999999999,1.13,1.29,5924.0,0.3133498192003588,117807.94472021204,0.1201845346517609,2.288148621317955e+18,0.8759689922480619,1.1278902186853814,-1.6345120151091004,48.706896551724135,0.8244811540097816,0.5263920390890342,1.06046511627907,0.32014628611105395,Observed
HAT-P-24 Ab,0.685,1.242,3.35524,0.0465,Primary Transit,HAT-P-24 A,-0.16,1.191,1.317,6373.0,0.216722983511287,111966.55671648284,0.0870781573848221,7.629037824889078e+17,0.9043280182232348,0.3701672607622703,-1.332547047110046,25.61290322580645,0.2980412727554511,0.5213800826775118,0.9430523917995444,-0.1643094285075744,Observed
HAT-P-25 b,0.567,1.19,3.652836,0.0466,Primary Transit,HAT-P-25,0.31,1.01,0.959,5500.0,0.1739533071234379,131856.82027144975,0.0801559214031423,4.2138485696918336e+17,1.0531803962460895,0.3257742751111738,-1.33161408331,21.67381974248927,0.2737598950514066,1.145158371485428,1.2408759124087592,-0.24641694110709347,Observed
HAT-P-26 b,0.0585,0.57,4.234502,0.0479,Primary Transit,HAT-P-26,-0.0399999999999999,0.816,0.788,5079.0,-0.5621189181535413,163154.15728704128,0.0710743733770587,2.900292666655398e+17,1.035532994923858,0.134608508863616,-1.3196644865854368,17.035490605427974,0.2361552787080983,1.6676753377500348,0.7233502538071065,-1.2328441339178196,Observed
HAT-P-27 Ab,0.66,1.055,3.0395803,0.0403,Primary Transit,HAT-P-27 A,0.29,0.945,0.898,5300.0,0.0535407669280297,141160.14760437005,0.0833050430940539,4.858401320123884e+17,1.052338530066815,0.3470873922955745,-1.3946949538588904,23.44913151364764,0.3289927889057578,1.3049768231144871,1.1748329621380846,-0.1804560644581313,Observed
HAT-P-28 b,0.626,1.212,3.257215,0.0434,Primary Transit,HAT-P-28,0.12,1.025,1.103,5680.0,0.1922718876471227,129784.74964782593,0.0837188341363999,5.526038213595532e+17,0.9292837715321848,0.3720970215352686,-1.3625102704874892,23.617511520737324,0.3070107438409807,0.7638310842120887,1.098821396192203,-0.20342566678957033,Observed
HAT-P-29 b,0.778,1.107,5.723186,0.0667,Primary Transit,HAT-P-29,0.21,1.207,1.224,6087.0,0.1016536537264998,110381.98993307172,0.0732264266771826,3.085755694930109e+17,0.9861111111111112,0.1934237328648763,-1.175874166083451,18.09595202398801,0.1747278526331312,0.65820778807771,0.9044117647058824,-0.10902040301031106,Observed
HAT-P-2 b,8.74,0.951,5.6334729,0.0674,Primary Transit,HAT-P-2,0.04,1.34,1.54,6414.0,-0.0502412164367467,103650.8169239694,0.0751732895890746,3.725598321823772e+17,0.8701298701298702,0.1688123856955094,-1.1713401034646802,19.8813056379822,0.1775103950531119,0.3668957118105372,0.6175324675324675,0.9415114326344031,Observed
HAT-P-30 Ab,0.723,1.41,2.81060078,0.0412,Primary Transit,HAT-P-30 A,-0.08,1.18,1.33,6250.0,0.3435897043900768,112955.31650026448,0.0921038791769633,8.989295092904608e+17,0.8872180451127819,0.5016721015782255,-1.3851027839668657,28.640776699029125,0.3557958167221458,0.5015648397946643,1.0601503759398494,-0.1408617027054692,Observed
HAT-P-31 b,2.171,1.07,5.005425,0.055,Primary Transit,HAT-P-31,0.15,1.218,1.36,6065.0,0.0676586484738148,150589.20769722012,0.0690401298381011,4.472989120167356e+17,0.8955882352941176,0.2137680616531064,-1.259637310505756,22.145454545454545,0.199783235189819,0.4842064420924078,0.7867647058823529,0.33665982345442,Observed
HAT-P-32 Ab,0.75,1.789,2.15000825,0.03427,Primary Transit,HAT-P-32 A,-0.16,1.176,1.387,6001.0,0.5816568045265821,114851.83530073932,0.1001506670856004,1.1042471783820096e+18,0.8478731074260994,0.8320898303529766,-1.4650858955701331,34.31572804201925,0.4651144943281031,0.4407354040043786,1.289834174477289,-0.12493873660829995,Observed
HAT-P-33 Ab,0.763,1.827,3.474474,0.0503,Primary Transit,HAT-P-33 A,0.05,1.403,1.777,6401.0,0.6026752773958697,94858.04661594836,0.0909617458502015,6.635220177090939e+17,0.7895329206527857,0.5258349896991602,-1.298432014944073,27.892644135188867,0.2878133495890313,0.2500318807132549,1.028137310073157,-0.11747546204511952,Observed
HAT-P-34 b,3.64,1.142,5.4526482,0.0861,Primary Transit,HAT-P-34,0.08,1.36,1.45,6509.0,0.1327811112338184,46580.64546542852,0.0992145898846293,2.4213121609404848e+17,0.9379310344827588,0.2094395160135216,-1.0649968485463452,15.795586527293846,0.1833971243550977,0.4461027512403133,0.7875862068965517,0.561101383649056,Observed
HAT-P-35 Ab,1.054,1.332,3.646706,0.0498,Primary Transit,HAT-P-35 A,0.11,1.236,1.435,6096.0,0.2866815721181974,107674.65152974927,0.0858041828152703,5.568281054332415e+17,0.8613240418118466,0.3652611425214975,-1.3027706572402824,24.81927710843373,0.2742200769680912,0.4182758279507322,0.9282229965156794,0.022840610876527823,Observed
HAT-P-36 b,1.832,1.264,1.327347,0.0238,Primary Transit,HAT-P-36,0.26,1.022,1.096,5580.0,0.2342812957246657,130688.7108582187,0.1126606760032411,1.7115235593531528e+18,0.9324817518248176,0.9522754788310818,-1.623423042943488,42.94117647058823,0.7533824990752229,0.7762814946061468,1.1532846715328466,0.2629254693318316,Observed
HAT-P-37 b,1.169,1.178,2.797436,0.0379,Primary Transit,HAT-P-37,0.0299999999999999,0.929,0.877,5500.0,0.1638180852293949,143748.290645513,0.0851253516227382,6.370482661635604e+17,1.0592930444697837,0.4210998929019288,-1.4213607900319276,24.511873350923484,0.3574701977096169,1.3772631697280735,1.3432155074116303,0.06781451116184012,Observed
HAT-P-38 b,0.267,0.825,4.640382,0.0523,Primary Transit,HAT-P-38,0.06,0.886,0.923,5330.0,-0.1923718926474561,150522.83881856984,0.0708154181197781,2.950566847427512e+17,0.9599133261105092,0.1777870873561702,-1.2814983111327258,16.940726577437857,0.2154994998256609,1.1267527295238324,0.893824485373781,-0.5734887386354247,Observed
HAT-P-39 Ab,0.599,1.571,3.54387,0.0509,Primary Transit,HAT-P-39 A,0.19,1.404,1.625,6430.0,0.4517123592734841,95236.23489294323,0.0902443182553087,6.597939470706072e+17,0.864,0.4433006854088891,-1.2932822176632413,27.583497053045186,0.2821773936402859,0.3271952662721893,0.9667692307692308,-0.22257317761068865,Observed
HAT-P-3 Ab,0.591,0.827,2.899703,0.03866,Primary Transit,HAT-P-3 A,0.41,0.917,0.799,5224.0,-0.1899505839584458,145519.5981213472,0.0837699391887937,4.982978045104482e+17,1.1476846057571966,0.2852016223730499,-1.412738150307466,23.71960682876358,0.3448629049250906,1.797748759411712,1.035043804755945,-0.22841251911874466,Observed
HAT-P-40 b,0.615,1.73,4.457243,0.0608,Primary Transit,HAT-P-40,0.2199999999999999,1.512,2.206,6080.0,0.5481214085096876,88393.81648751601,0.0857071662183369,3.69664e+17,0.6854034451495921,0.3881323051042987,-1.216096420727265,24.86842105263158,0.2243539335862998,0.1408429999181314,0.7842248413417952,-0.21112488422458328,Observed
HAT-P-41 Ab,0.8,1.685,2.694047,0.0426,Primary Transit,HAT-P-41 A,0.13,1.32,1.65,6479.0,0.521765563804325,93881.82834778036,0.0993537581511571,9.709854487141446e+17,0.8,0.6254530822958917,-1.3705904008972811,30.985915492957748,0.3711887728759001,0.2938475665748393,1.0212121212121212,-0.09691001300805639,Observed
HAT-P-42 b,0.975,1.277,4.641876,0.0575,Primary Transit,HAT-P-42,0.27,1.179,1.528,5743.0,0.2445135770504021,113340.08540807628,0.0778312809654601,3.290179376146392e+17,0.7715968586387435,0.2751042897311345,-1.2403321553103694,20.50434782608696,0.2154301407448195,0.3304789045319581,0.8357329842931936,-0.010995384301463193,Observed
HAT-P-43 b,0.66,1.283,3.332688,0.0443,Primary Transit,HAT-P-43,0.23,1.048,1.104,5645.0,0.2492010856334993,127755.0678016309,0.0835197021467523,5.174261011779041e+17,0.9492753623188406,0.384974531069215,-1.3535962737769305,23.6568848758465,0.3000580912464653,0.7788504272333481,1.1621376811594202,-0.1804560644581313,Observed
HAT-P-44 Bb,0.392,1.28,4.301217,0.0507,Primary Transit,HAT-P-44 B,0.33,0.939,0.979,5295.0,0.2468600779315258,141957.65912987234,0.0740621770708162,3.058073639075137e+17,0.9591419816138916,0.2975901936591434,-1.294992040666664,18.520710059171595,0.2324923387962058,1.0007313769067598,1.3074565883554647,-0.4067139329795427,Observed
HAT-P-45 Ab,0.892,1.426,3.128992,0.0452,Primary Transit,HAT-P-45 A,0.07,1.259,1.319,6330.0,0.3548733219921041,106021.41620365145,0.090764046659281,7.85846947299123e+17,0.9545109931766488,0.4557378222763113,-1.344861565188618,27.853982300884955,0.319591740726726,0.5486448961533503,1.0811220621683093,-0.04963514562387693,Observed
HAT-P-46 b,0.493,1.284,4.463129,0.0577,Primary Transit,HAT-P-46,0.3,1.763,1.395,7587.0,0.2499802052677694,103693.47760935056,0.0812299604659112,9.952420335506252e+17,1.2637992831541218,0.2876905417701348,-1.2388241868442686,30.554592720970536,0.2240580543381112,0.6494260264663206,0.9204301075268816,-0.30715308072277,Observed
HAT-P-47 b,0.206,1.313,4.732182,0.0615,Primary Transit,HAT-P-47,0.0,1.387,1.515,6703.0,0.2723145953206591,96271.45403136924,0.0816570234178534,5.337361836958638e+17,0.9155115511551156,0.2774618558626865,-1.2111248842245832,22.552845528455286,0.2113190067499517,0.3988766030150054,0.8666666666666667,-0.6861327796308466,Observed
HAT-P-48 b,0.168,1.131,4.40865,0.0543,Primary Transit,HAT-P-48,0.0199999999999999,1.099,1.223,5946.0,0.1231021971339834,121398.06232683688,0.0773880807457728,4.2393567058631904e+17,0.8986099754701553,0.2565411180293287,-1.265200170411153,20.23941068139963,0.2268268063919794,0.6007839491446346,0.9247751430907604,-0.7746907182741372,Observed
HAT-P-49 b,1.73,1.448,2.6915575,0.0412,Primary Transit,HAT-P-49,0.074,1.543,1.833,6820.0,0.3701832939635246,103589.4855228915,0.0961774863274512,1.2745094694127626e+18,0.8417894162575014,0.537978475288007,-1.3851027839668657,37.45145631067961,0.371532096193375,0.2505408411579969,0.7899618112384069,0.2380461031287954,Observed
HAT-P-4 b,0.68,1.27,3.0565114,0.0446,Primary Transit,HAT-P-4,0.2,1.26,1.59,5890.0,0.2390169004704999,105304.62932333112,0.0916829771026568,6.05050273688391e+17,0.7924528301886792,0.4155063841738002,-1.350665141287858,28.251121076233183,0.3271703812392127,0.3134578656653926,0.7987421383647798,-0.16749108729376366,Observed
HAT-P-50 b,1.36,1.288,3.1220109,0.0453,Primary Transit,HAT-P-50,-0.18,1.273,1.698,6280.0,0.2530906276821619,104851.39766265333,0.0911682577454278,7.579528161825261e+17,0.7497055359246172,0.4125546134384092,-1.343901797987168,28.101545253863133,0.3203063768931748,0.2600251442230994,0.7585394581861014,0.13353890837021754,Observed
HAT-P-51 Ab,0.309,1.293,4.2180278,0.05069,Primary Transit,HAT-P-51 A,0.27,0.976,1.041,5449.0,0.2569650997897204,136600.40967046088,0.075507957349388,3.431015256157475e+17,0.9375600384245918,0.3065413651375175,-1.2950777087765983,19.254290787137503,0.2370776219161002,0.8651623848942558,1.2420749279538903,-0.5100415205751654,Observed
HAT-P-52 b,0.819,1.009,2.7535953,0.03694,Primary Transit,HAT-P-52,0.28,0.887,0.893,5131.0,0.0089597413714718,150421.37356456698,0.0842901152711925,5.079421774990341e+17,0.9932810750279956,0.366430026954215,-1.4325031088957774,24.01191120736329,0.3631615727990238,1.2455731652155757,1.1298992161254198,-0.08671609823958155,Observed
HAT-P-53 b,1.487,1.318,1.9616241,0.03159,Primary Transit,HAT-P-53,0.0,1.093,1.209,5956.0,0.2761154360803155,122062.62328710596,0.1011844337831101,1.2610128278100357e+18,0.9040529363110008,0.6718922346029497,-1.500450374094851,34.599556821779046,0.5097816651008723,0.6185022151283356,1.0901571546732838,0.17231096852195424,Observed
HAT-P-54 b,0.76,0.944,3.799847,0.04117,Primary Transit,HAT-P-54,-0.127,0.645,0.617,4390.0,-0.0576291128366364,206913.87753702607,0.0680760933523332,2.1912722906597283e+17,1.0453808752025933,0.2484310552503824,-1.385419133002514,15.666747631770708,0.2631684907313373,2.7460233292860927,1.5299837925445705,-0.11918640771920865,Observed
HAT-P-55 b,0.582,1.182,3.5852467,0.04604,Primary Transit,HAT-P-55,-0.03,1.013,1.011,5808.0,0.1672079189839064,131714.06236388165,0.0806856196374291,5.368287924198125e+17,1.0019782393669634,0.3296844259001758,-1.336864685042246,22.002606429192006,0.2789208340949034,0.9802931740635048,1.1691394658753709,-0.23507701535011155,Observed
HAT-P-56 b,2.31,1.51,2.79083,0.0423,Primary Transit,HAT-P-56,0.0,1.42,1.47,6566.0,0.412109650826833,102907.17672568384,0.0952328656685274,1.038778085090028e+18,0.9659863945578232,0.5410576781817595,-1.3736596326249575,33.56973995271868,0.3583163431667281,0.4470296610476297,1.0272108843537415,0.36361197989214433,Observed
HAT-P-57 Ab,1.85,1.413,2.465295,0.0406,Primary Transit,HAT-P-57 A,-0.25,1.47,1.5,7500.0,0.3457151037023904,90815.43950214676,0.103475374537932,1.9195215244242765e+18,0.98,0.5731565593569938,-1.391473966422806,36.20689655172414,0.4056309691132299,0.4355555555555555,0.942,0.26717172840301384,Observed
HAT-P-58 b,0.372,1.332,4.013837,0.04994,Primary Transit,HAT-P-58,0.12,1.031,1.53,5931.0,0.2866815721181974,129352.20907520012,0.0781751412029309,4.961518557756377e+17,0.6738562091503267,0.3318520408277666,-1.301551461984671,20.644773728474167,0.2491381687896145,0.2878620227905193,0.8705882352941177,-0.4294570601181025,Observed
HAT-P-59 b,1.54,1.123,4.1419771,0.05064,Primary Transit,HAT-P-59,0.217,1.0,1.1,5678.0,0.1160036757563061,132109.57513786963,0.0768185087154572,4.053163833187397e+17,0.9090909090909092,0.27112655934288,-1.2955063029907012,19.747235387045816,0.2414305960310596,0.7513148009015775,1.0209090909090908,0.18752072083646307,Observed
HAT-P-5 b,1.06,1.252,2.788491,0.04079,Primary Transit,HAT-P-5,0.24,1.163,1.137,5960.0,0.2247422726779067,114571.70557864728,0.0919103302394934,7.583638598335004e+17,1.0228671943711525,0.4489883596540207,-1.3894462946829054,28.51189016915911,0.3586169006821252,0.791221938622563,1.1011433597185576,0.02530586526477026,Observed
HAT-P-60 b,0.574,1.631,4.7947813,0.06277,Primary Transit,HAT-P-60,0.037,1.435,2.197,6212.0,0.4891933236388768,92956.81175367978,0.0822551680786071,3.779388444907036e+17,0.6531634046426946,0.3401615001710297,-1.2022478713492892,22.86123944559503,0.2085600859417717,0.1353199193592898,0.7423759672280382,-0.2410881076020265,Observed
HAT-P-61 b,1.057,0.899,1.90231289,0.0301,Primary Transit,HAT-P-61,0.194,1.004,0.938,5587.0,-0.1064722445105167,132698.0113880415,0.0994178606160343,1.0754288781092495e+18,1.070362473347548,0.4725826149451156,-1.5214335044061569,33.355481727574755,0.5256758786931208,1.216536651210383,0.9584221748400854,0.024074987307426243,Observed
HAT-P-62 b,0.761,1.073,2.6453235,0.03772,Primary Transit,HAT-P-62,0.414,1.023,1.17,5629.0,0.0704584636485613,130389.4723612978,0.0895927283702027,7.056374575490675e+17,0.8743589743589744,0.4056214674689126,-1.4234283159347092,27.120890774125133,0.3780255987594712,0.6387310792307506,0.917094017094017,-0.11861534322942717,Observed
HAT-P-63 b,0.614,1.119,3.377728,0.04294,Primary Transit,HAT-P-63,0.251,0.925,0.9661,5400.0,0.1124354293297881,144099.75011027075,0.0798761703400307,4.6115928704582106e+17,0.9574578201014388,0.3312877768725012,-1.3671379598997702,21.54168607359106,0.2960569945241298,1.025830214289718,1.1582651899389298,-0.21183162885883233,Observed
