name,mass,radius,orbital_period,semi_major_axis,eccentricity,temp_calculated,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff
KOI-6931 b,,0.106,2.54029506,0.0368,0.09999999999999999,1268.0,Primary Transit,2MASS J19420054+4336355,0.07,1.028,0.911,5778.0
KOI-6934 b,,0.198,22.2546864,0.1645,0.0706,899.0,Primary Transit,2MASS J18504142+4347179,-0.12,1.197,2.388,5349.0
KOI-7051 b,,0.106,0.772807044,0.0143,0.118,1367.0,Primary Transit,2MASS J20052510+4431298,-0.16,0.659,0.668,4535.0
KOI-7057 b,,0.529,0.61932352,0.016,0.0834,3365.0,Primary Transit,2MASS J19264939+4437067,-0.24,1.434,1.844,7105.0
KOI-7069 b,,0.136,1.01486138,0.0203,0.12,1929.0,Primary Transit,2MASS J19073983+4442163,-0.08,1.08,1.024,6158.0
KOI-7073 b,,2.6987,279.012698,0.859,0.0276,322.0,Primary Transit,2MASS J19280416+4442477,-0.12,1.08,1.143,6338.0
KOI-7076 b,,0.12,16.234743,0.1334,0.18420000000000003,849.0,Primary Transit,2MASS J19340728+4449579,-0.06,1.2,1.178,6475.0
KOI-7197 b,,0.131,1.74147417,0.0268,0.052000000000000005,1230.0,Primary Transit,2MASS J19394814+4614317,-0.1,0.855,0.763,5227.0
KOI-7209,,0.076,8.2553601,0.0818,0.1186,1034.0,Primary Transit,2MASS J19100257+4623238,-0.18,1.066,1.113,6357.0
KOI-7319 b,,0.087,17.1677675,0.1058,0.077,370.0,Primary Transit,2MASS J18552341+4730563,0.0,0.535,0.526,3761.0
KOI-7320 b,,0.062,8.502285,0.0722,0.0774,679.0,Primary Transit,2MASS J19131131+4733361,-0.24,0.693,0.715,4889.0
KOI-7327 b,,0.174,17.9908748,0.1208,0.1066,541.0,Primary Transit,2MASS J18483788+4741115,-0.1,0.727,0.752,4918.0
KOI-7449 b,,1.252,1.322475635,0.0193,0.135,1097.0,Primary Transit,2MASS J19013040+4927421,-1.08,0.548,0.548,4668.0
KOI-7455,,0.218,3.773744,0.0536,0.0538,2001.0,Primary Transit,2MASS J19101799+4933042,-0.5,1.44,2.069,7302.0
KOI-7460 b,,0.136,5.70509845,0.0599,0.17559999999999998,947.0,Primary Transit,2MASS J19091658+4939251,0.04000000000000001,0.88,0.927,5455.0
KOI-901 b,,0.437,12.73,0.098,0.0842,500.0,Primary Transit,KOI-901,-0.14,0.67,0.725,4255.0
KOI-972 b,,0.274,13.118966756,0.1376,0.015,1768.0,Primary Transit,KOI-972,0.21,1.85,1.57,7800.0
KPNO-Tau 12,6.5,1.4,13650138628.305984,80679.0,0.33,2400.0,Imaging,IRAS 04158+2805,-0.23,0.3759999999999999,0.386,2974.0
KPS-1 b,1.09,1.03,1.706291,0.0269,0.0,1459.0,Primary Transit,KPS-1,0.21999999999999997,0.892,0.907,5165.0
L 168-9 b,0.01265,0.1392,1.40152634,0.0208,0.022,816.0,Primary Transit,L 168-9,-0.03,0.614,0.604,3842.0
L 98-59 b,0.0013,0.0758,2.2531136,0.02191,0.1,627.0,Primary Transit,L 98-59,-0.46,0.32000000000000006,0.291,3415.0
L 98-59 c,0.00698,0.12356,3.6906777,0.0304,0.103,553.0,Primary Transit,L 98-59,-0.46,0.32000000000000006,0.291,3415.0
L 98-59 d,0.0061,0.1357,7.4507245,0.0486,0.074,416.0,Primary Transit,L 98-59,-0.46,0.32000000000000006,0.291,3415.0
LHS 1140 b,0.02196,0.15407,24.736,0.0936,0.06,233.0,Primary Transit,LHS 1140,-0.24,0.14600000000000002,0.186,3131.0
LHS 1140 c,0.00569,0.11437,3.777931,0.02675,0.30999999999999994,438.0,Primary Transit,LHS 1140,-0.24,0.14600000000000002,0.186,3131.0
LHS 1478 b,0.00733,0.1106,1.9495378,0.01848,0.2594,595.0,Primary Transit,LHS 1478,-0.13,0.236,0.246,3381.0
LHS 1678 b,0.00019,0.06111,0.8602325,0.01239,0.033,980.3,Primary Transit,LHS 1678,-0.16159999999999997,0.345,0.329,3490.0
LHS 1678 c,0.00123,0.08395,3.694284,0.0327,0.039,816.9,Primary Transit,LHS 1678,-0.11599999999999999,0.345,0.329,3490.0
LHS 1678 d,0.00289,0.08752,4.9652229,0.04,0.04,816.9,Primary Transit,LHS 1678,-0.11599999999999999,0.345,0.329,3490.0
LHS 1815 b,0.0132,0.09707,3.81433,0.0404,0.0,617.0,Primary Transit,LHS 1815,-0.12,0.502,0.501,3643.0
LHS 1903 b,0.01032,0.12329,2.1555098,0.02656,0.015,800.0,Primary Transit,LHS 1903,-0.11,0.538,0.539,3664.0
LHS 1903 c,0.01432,0.18253,6.226185,0.0539,0.089,560.0,Primary Transit,LHS 1903,-0.11,0.538,0.539,3664.0
LHS 1903 d,0.019,0.223,12.566287,0.086,0.1,442.0,Primary Transit,LHS 1903,-0.11,0.538,0.539,3664.0
LHS 1903 e,0.0182,0.1543,29.31773,0.151,0.013999999999999999,333.0,Primary Transit,LHS 1903,-0.11,0.538,0.539,3664.0
LHS 3844 b,0.00746,0.1178,0.46292792,0.00623,0.18762,805.0,Primary Transit,LHS 3844,0.22199999999999995,0.15400000000000014,0.189,3036.0
LHS 475 b,0.00308,0.0883,2.029088,0.020407874274080383,0.2374,586.0,Primary Transit,LHS 475,0.0,0.262,0.2789,3312.0
LP 714-47 b,0.0969,0.419,4.052037,0.0417,0.04,700.0,Primary Transit,LP 714-47,0.41,0.59,0.584,3950.0
LP 791-18 b,,0.0999,0.948005,0.00969,0.023620000000000002,650.0,Primary Transit,LP 791-18,-0.09,0.139,0.17,2960.0
LP 791-18 c,0.0223,0.2061,4.989963,0.029392,0.21721999999999997,370.0,Primary Transit,LP 791-18,-0.09,0.139,0.17,2960.0
LP 791-18 d,0.0028,0.0919,2.75485,0.0199,0.0011000000000000038,1221.8,Primary Transit,LP 791-18,-0.09,0.139,0.17,2960.0
LP 890-9 b,0.0415,0.1178,2.7299025,0.01875,0.015219999999999984,396.0,Primary Transit,LP 890-9,-0.028,0.118,0.1556,2850.0
LP 890-9 c,0.0796,0.12196,8.457463,0.03984,0.0032200000000000145,272.0,Primary Transit,LP 890-9,-0.028,0.118,0.1556,2850.0
LTT 1445 Ab,0.009,0.116,5.358766,0.03813,0.11,424.0,Primary Transit,LTT 1445 A,-0.34,0.256,0.27,3340.0
LTT 1445 Ac,0.00485,0.10233,3.1239035,0.0266,0.22300000000000003,508.0,Primary Transit,LTT 1445 A,-0.34,0.256,0.27,3340.0
LTT 3780 b,0.00774,0.11821,0.76837931,0.01195,0.0,903.0,Primary Transit,LTT 3780,0.06,0.38,0.38,3358.0
LTT 3780 c,0.0253,0.2132,12.252284,0.0757,0.024000000000000007,359.0,Primary Transit,LTT 3780,0.06,0.38,0.38,3358.0
LTT 9779 b,0.09225,0.4211,0.7920641,0.01679,0.0,2000.0,Primary Transit,LTT 9779,0.24999999999999997,1.0,0.92,5445.0
Lupus-TR-3 b,0.81,0.89,3.91405,0.0464,0.0,1544.4,Primary Transit,Lupus-TR-3,0.02120000000000001,0.87,0.82,5000.0
MASCARA-1 b,3.7,1.5,2.14878,0.043,0.0,1315.4,Primary Transit,MASCARA-1,0.0,1.72,2.1,7554.0
MASCARA-3 Ab,5.18,1.272,5.5514926,0.06971,0.085,1458.0,Primary Transit,MASCARA-3 A,0.168,1.309,1.513,6347.0
MASCARA-4 Ab,1.675,1.53,2.82406,0.047,0.0,1463.8000000000002,Primary Transit,MASCARA-4 A,0.0,1.75,1.92,7800.0
MAXI J1957+032 b,,0.5,0.0422806,0.00267,0.013999999999999999,1600.8000000000002,Timing,MAXI J1957+032,0.16399999999999998,1.4,0.94,5573.0
NGTS-10 Ab,2.162,1.205,0.7668944,0.0143,0.0,1332.0,Primary Transit,NGTS-10 A,-0.02,0.696,0.697,4400.0
NGTS-11 b,0.189,0.81,35.455882,0.195,0.11,423.0,Primary Transit,NGTS-11,0.21999999999999997,0.862,0.832,5050.0
NGTS-11 c,0.063,0.429,12.77264,0.099,0.0,594.0,Primary Transit,NGTS-11,0.21999999999999997,0.862,0.832,5050.0
NGTS-12 b,0.208,1.048,7.532806,0.0757,0.0676,1257.0,Primary Transit,NGTS-12,-0.03,1.021,1.589,5690.0
NGTS-13 b,4.84,1.142,4.119027,0.0549,0.086,1605.0,Primary Transit,NGTS-13,0.24999999999999997,1.3,1.788,5918.0
NGTS-14 Ab,0.092,0.44,3.5357173,0.0403,0.0,1143.0,Primary Transit,NGTS-14 A,0.1,0.898,0.842,5187.0
NGTS-15 b,0.751,1.1,3.27623,0.0441,0.0,1146.0,Primary Transit,NGTS-15,0.15,0.995,0.954,5600.0
NGTS-16 b,0.667,1.3,4.84532,0.0523,0.0,1177.0,Primary Transit,NGTS-16,0.35,1.002,1.213,5550.0
NGTS-17 b,0.764,1.24,3.24253,0.0391,0.0,1457.0,Primary Transit,NGTS-17,0.15,1.025,1.337,5650.0
NGTS-18 b,0.409,1.21,3.05125,0.0448,0.0,1381.0,Primary Transit,NGTS-18,0.15,1.003,1.392,5610.0
NGTS-1 b,0.812,1.33,2.647298,0.0326,0.016,790.0,Primary Transit,NGTS-1,0.0,0.617,0.573,3916.0
NGTS-20 b,2.98,1.07,54.18915,0.313,0.43199999999999994,688.0,Primary Transit,NGTS-20,0.15,1.47,1.78,5980.0
NGTS-21 b,2.36,1.33,1.5433897,0.0236,0.0,1357.0,Primary Transit,NGTS-21,-0.26,0.72,0.86,4660.0
NGTS-23 b,0.613,1.267,4.076,0.0504,0.0,1327.0,Primary Transit,NGTS-23,-0.26,1.01,1.24,6057.0
NGTS-24 b,0.52,1.214,3.4678796,0.0479,0.0,1499.0,Primary Transit,NGTS-24,0.27,1.26,1.64,5820.0
NGTS-25 b,0.639,1.023,2.823093,0.0388,0.0,1101.0,Primary Transit,NGTS-25,0.13,0.91,0.86,5321.0
NGTS-26 b,0.29,1.33,4.5199279,0.049,0.0,1331.0,Primary Transit,NGTS-26,0.2,0.96,1.16,5550.0
NGTS-27 b,0.593,1.396,3.3704181,0.0446,0.0,1783.0,Primary Transit,NGTS-27,0.0,1.07,1.77,5700.0
NGTS-29 b,0.39,0.857,69.33684,0.347,0.17,414.0,Primary Transit,NGTS-29,0.18,1.034,1.006,5730.0
NGTS-2 b,0.67,1.536,4.5111204,0.0584,0.0,1638.0,Primary Transit,NGTS-2,-0.06,1.6400000000000001,1.702,6478.0
NGTS-30 b,0.96,0.93,98.29838,0.408,0.29,390.0,Primary Transit,NGTS-30,-0.03,0.94,0.913,5455.0
NGTS-31 b,1.12,1.61,4.162734,0.064,0.0,1410.0,Primary Transit,NGTS-31,-0.072,1.1178,0.94,5573.0
NGTS-32 b,0.57,1.42,3.31211,0.044,0.0,1750.0,Primary Transit,NGTS-32,-0.14400000000000002,1.0016,0.94,5573.0
NGTS-33 b,3.63,1.64,2.827972,0.048,0.0,1991.0,Primary Transit,NGTS-33,-0.09079999999999999,1.113,0.94,5573.0
NGTS-34 b,0.0601,0.3256,43.12655,0.257,0.0,624.0,Primary Transit,NGTS-34,0.228,1.266,1.367,6134.0
NGTS-35 b,0.478,0.972,25.241192,0.16,0.19,450.0,Primary Transit,NGTS-35,0.085,0.789,0.753,4717.0
NGTS-39 b,1.47,1.09,58.20472,0.3077,0.39,520.0,Primary Transit,NGTS-39,0.196,1.16,1.16,6053.0
NGTS-3 Ab,2.38,1.48,1.6753728,0.023,0.0,1621.2,Primary Transit,NGTS-3 A,0.12,1.017,0.93,5570.0
NGTS-4 b,0.0648,0.2837,1.3373508,0.019,0.0,1650.0,Primary Transit,NGTS-4,-0.28,0.75,0.84,5143.0
NGTS-5 Ab,0.229,1.136,3.3569866,0.0382,0.0,952.0,Primary Transit,NGTS-5 A,0.12,0.661,0.739,4987.0
NGTS-6 Ab,1.33,1.271,0.882058,0.016623018,0.0,1347.2,Primary Transit,NGTS-6 A,0.11,0.7876,0.656,4410.0
NGTS-8 b,0.93,1.09,2.4997,0.035,0.009999999999999995,1345.0,Primary Transit,NGTS-8,0.24,0.89,0.98,5241.0
NGTS-9 b,2.9,1.07,4.43527,0.058,0.06,1448.0,Primary Transit,NGTS-9,0.31000000000000005,1.34,1.38,6330.0
nu2 Lup b,0.01472,0.14658,11.577794,0.0963,0.079,911.0,Radial Velocity,nu2 Lup,0.06259999999999999,0.8898,0.94,5573.0
nu2 Lup c,0.0353,0.25489,27.592076,0.1717,0.03699999999999999,682.0,Radial Velocity,nu2 Lup,-0.12119999999999999,0.7816000000000001,0.94,5573.0
nu2 Lup d,0.02725,0.22366,107.1363,0.424,0.075,433.0,Radial Velocity,nu2 Lup,-0.09399999999999999,0.4216000000000001,0.94,5573.0
OGLE2-TR-L9 b,4.34,1.614,2.4855335,0.0404,0.05979999999999999,2165.2000000000003,Primary Transit,OGLE2-TR-L9,-0.05,1.42,1.503,6933.0
OGLE-TR-10 b,0.68,1.72,3.10129,0.04162,0.0,1742.4,Primary Transit,OGLE-TR-10,0.28,1.14,1.242,6075.0
OGLE-TR-111 b,0.54,1.077,4.01451,0.047,0.0,1814.2,Primary Transit,OGLE-TR-111,0.21999999999999997,0.78,0.979,4800.0
OGLE-TR-113 b,1.24,1.11,1.4324772,0.0229,0.0,1705.2000000000003,Primary Transit,OGLE-TR-113,0.14,0.73,0.817,4588.0
OGLE-TR-132 b,1.17,1.23,1.689868,0.0306,0.0,1622.3999999999999,Primary Transit,OGLE-TR-132,0.37,1.19,1.234,6210.0
OGLE-TR-182 b,1.06,1.47,3.9791,0.051,0.0,1590.4,Primary Transit,OGLE-TR-182,0.37,1.08,1.25,5924.0
OGLE-TR-211 b,0.75,1.26,3.67724,0.051,0.0,1543.4,Primary Transit,OGLE-TR-211,0.11,1.25,1.532,6325.0
OGLE-TR-56 b,1.3,1.2,1.211909,0.0225,0.0,1532.8000000000002,Primary Transit,OGLE-TR-56,0.21999999999999997,1.17,1.32,6050.0
pi Men c,0.01142,0.16719,6.267852,0.06702,0.15,1147.0,Primary Transit,pi Men,0.08,1.094,1.1,6037.0
POTS-1 b,2.31,0.941,3.1606296,0.03734,0.192,646.5999999999999,Primary Transit,POTS-1,-0.03,0.695,0.94,4400.0
PSR 1719-14 b,1.0,0.4,0.090706293,0.0044,0.06,1702.0,Timing,PSR 1719-14,0.16399999999999998,1.4,0.94,5573.0
PSR J0636+5129	b,8.5,0.74,0.0665513392,0.0036,0.094,1861.8000000000002,Timing,PSR J0636+5129,0.18200000000000002,1.4,0.94,5573.0
Qatar-10 b,0.736,1.534,1.645321,0.0286,0.0,1955.0,Primary Transit,Qatar-10,0.016,1.156,1.254,6124.0
Qatar-1 Ab,1.294,1.143,1.42002504,0.02332,0.0,1555.6000000000001,Primary Transit,Qatar-1 A,0.171,0.838,0.803,5013.0
Qatar-2 b,2.494,1.254,1.33711647,0.02153,0.0,1344.0,Primary Transit,Qatar-2,0.019999999999999997,0.74,0.78,4645.0
Qatar-3 Ab,4.31,1.096,2.5079204,0.03783,0.186,1681.0,Primary Transit,Qatar-3 A,-0.069,1.19,1.727,6207.39
Qatar-4 b,5.85,1.552,1.8053656,0.02861,0.013999999999999985,1570.0,Primary Transit,Qatar-4,0.103,0.896,0.849,5215.0
Qatar-5 b,4.32,1.107,2.8792319,0.04127,0.006599999999999995,1415.0,Primary Transit,Qatar-5,0.377,1.128,1.076,5747.0
Qatar-6 Ab,0.668,1.062,3.506189,0.0423,0.0,1006.0,Primary Transit,Qatar-6 A,-0.025,0.822,0.722,5052.0
Qatar-7 b,1.88,1.7,2.032046,0.0352,0.0,2053.0,Primary Transit,Qatar-7,0.276,1.409,1.564,6387.0
Qatar-8 b,0.371,1.285,3.71495,0.0474,0.0,1457.0,Primary Transit,Qatar-8,0.025,1.029,1.315,5687.0
Qatar-9 b,1.19,1.009,1.540731,0.0234,0.0,1134.0,Primary Transit,Qatar-9,0.24999999999999997,0.719,0.696,4309.0
Ross 176 b,0.01438,0.1642,5.0066338,0.0464,0.25,682.0,Primary Transit,Ross 176,-0.19,0.58,0.57,4061.0
Ross 318 b,,0.143,39.5047,0.159,0.060000000000000005,656.8,Radial Velocity,Ross 318,-0.018000000000000002,0.461,0.464,3450.0
Ross 458 (AB)b,11.3,1.07,18822567.51435149,1168.0,0.018799999999999997,1063.6,Imaging,Ross 458,0.0,0.6000000000000001,0.94,5573.0
SDSS J1212+0136 b,,0.95,0.061407,0.00264,0.146,1600.0,"Timing, Other",SDSS J1212+0136,-0.1842,0.61,0.012,10930.0
SOI-1 b,,1.5,1.08,0.014,0.6,1025.8,Primary Transit,SOI-1,0.15639999999999998,1.1304,0.4,5573.0
SOI-2 b,,2.22,2.1,0.0761,0.5,904.0,Primary Transit,SOI-2,-0.008000000000000007,0.8322,0.55,5573.0
SOI-7 b,,1.96,4.71,0.0761,0.55,669.2,Primary Transit,SOI-7,-0.015600000000000001,1.1252,0.52,5573.0
SPECULOOS-3 b,,0.08716,0.71912603,0.00733,0.41562,553.0,Primary Transit,SPECULOOS-3,0.018799999999999963,0.09999999999999998,0.123,2800.0
SWEEPS-04 b,3.8,0.81,4.2,0.055,0.04176,1570.6,Primary Transit,SWEEPS-04,0.1904,1.24,1.18,5573.0
SWEEPS-11 b,9.7,1.13,1.796,0.03,0.050460000000000005,670.2,Primary Transit,SWEEPS-11,0.14379999999999998,1.1,1.45,5573.0
tau Boo Ab,4.5,1.06,3.31,0.046,0.08,1159.8,Radial Velocity,tau Boo A,0.264,1.32,1.426,6466.27
TIC 117642575 b,,0.25221,4.9446,0.05888700718939091,0.015599999999999989,1685.8000000000002,Primary Transit,TIC 117642575,0.058399999999999994,1.06,1.08,5862.0
TIC 139270665 b,0.463,0.645,23.624,0.163,0.1,700.0,Primary Transit,TIC 139270665,0.15999999999999998,1.035,1.02,5844.0
TIC 139702105 b,,0.21884,6.836,0.06920098727787628,0.0802,821.4,Primary Transit,TIC 139702105,-0.28,0.9,1.254,5265.0
TIC 142589416 b,,0.2382,2.095183,0.028092953623640882,0.092,668.6,Primary Transit,TIC 142589416,0.04319999999999999,0.641,0.714,4098.0
TIC 147027702 b,1.09,0.975,44.405236,0.274,0.13,863.0,Primary Transit,TIC 147027702,-0.08,1.406,2.136,6410.0
TIC 150070085 b,,0.323,10.47423,0.10009156624434243,0.09324,945.06,Primary Transit,TIC 150070085,0.0,1.16,1.086,5999.0
TIC 150070085 c,,0.2703,15.905,0.13223259779824617,0.15904000000000001,816.71,"Primary Transit, TTV",TIC 150070085,0.0,1.16,1.086,5999.0
TIC 153919886 b,,0.25944,2.10512,0.027273447203572512,0.056999999999999995,521.2,Primary Transit,TIC 153919886,-0.14400000000000002,0.581,0.591,3828.0
TIC 154870955 b,,0.27612,7.9699,0.07455477177256178,0.0,774.2,Primary Transit,TIC 154870955,-0.09199999999999998,0.828,0.724,5000.0
TIC 160113658 b,,0.3114,6.7295,0.06472764611024129,0.1644,785.0,Primary Transit,TIC 160113658,-0.19280000000000003,0.76,0.789,4751.0
TIC 161045582 b,,0.20038,8.8558,0.08629647661121591,0.06659999999999999,870.2,Primary Transit,TIC 161045582,0.188,1.04,1.08,5806.0
TIC 165227846 b,,1.14,2.096696,0.0761,0.08126994191674733,964.7135467756585,Primary Transit,TIC 165227846,-0.0013422812997046184,0.9367040345199569,0.94,5573.0
TIC 178172313 b,,0.25016,4.3732,0.05156758285518456,0.0,1058.0,Primary Transit,TIC 178172313,-0.1652,0.91,0.843,5300.0
TIC 183374187 b,0.56,1.25,5.05907,0.059603758089548355,0.5,1380.0,Primary Transit,TIC 183374187,-0.003399999999999997,1.05,1.287,5840.0
TIC 188624430 b,,0.32546,6.2186,0.0656594243712341,0.031999999999999994,813.8,Primary Transit,TIC 188624430,-0.11599999999999999,0.929,0.786,5366.0
TIC 18942729 b,,0.18,0.9982,0.017234194644073688,0.014399999999999996,978.4,Primary Transit,TIC 18942729,0.012,0.652,0.825,4169.0
TIC 18942729 c,,0.3247,23.1108,0.13999824862819124,0.014399999999999996,978.4,Primary Transit,TIC 18942729,0.012,0.652,0.825,4169.0
TIC 198190129 b,,0.26077,7.948,0.06822479140782298,0.042,807.2,Primary Transit,TIC 198190129,0.01,0.6379999999999999,0.64,4075.0
TIC 206466666 b,,0.19163,9.1049,0.07918046883489681,0.1644,785.0,Primary Transit,TIC 206466666,-0.19280000000000003,0.76,0.667,4727.0
TIC 219893931 b,0.03763,0.2605,6.410389,0.07173337944271979,0.14300000000000002,1165.8,Primary Transit,TIC 219893931,0.0474,1.14,1.284,5956.0
TIC 231080232 b,,0.1989,12.55434,0.086,0.03400000000000001,517.7,Primary Transit,TIC 231080232,-0.07419999999999999,0.5439,0.5485,3812.0
TIC 237254473 b,0.03439,0.294,10.117702,0.09666976913969233,0.16482000000000002,1106.4,Primary Transit,TIC 237254473,0.04780000000000002,1.12,1.362,5700.0
TIC 241249530 Ab,4.98,1.19,165.7719,0.641,0.9412,1262.6,Primary Transit,TIC 241249530 A,0.09,1.271,1.397,6166.0
TIC 245076932 b,0.51,0.97,21.61389,0.157,0.43,845.0,Primary Transit,TIC 245076932,0.019999999999999997,1.117,1.288,6130.0
TIC 24750448 b,,0.2177,3.59,0.04122646340427169,0.22000000000000003,511.80000000000007,Primary Transit,TIC 24750448,-0.292,0.69,0.713,4381.0
TIC 24750448 c,,0.2757,10.14,0.08237683177259038,0.22000000000000003,511.80000000000007,Primary Transit,TIC 24750448,-0.292,0.69,0.713,4381.0
TIC 249022743 b,,0.428,2.26,0.03426907463898359,0.056,991.0,Primary Transit,TIC 249022743,-0.0524,1.0,1.208,5639.0
TIC 260969020 b,,0.19868,8.4858,0.07521636943753757,0.040600000000000004,624.2,Primary Transit,TIC 260969020,0.06999999999999999,0.75,0.6898,4685.0
TIC 262605715 b,,0.6111,1.161258,0.018,0.091,541.5999999999999,Primary Transit,TIC 262605715,0.086,0.5771,0.5867,3618.0
TIC 279401253 b,6.14,1.0,78.8,0.369,0.44999999999999996,874.4,Primary Transit,TIC 279401253,0.2,1.13,1.06,5951.0
TIC 290048573 b,,0.2552,1.483396,0.0174,0.1454,534.8,Primary Transit,TIC 290048573,-0.226,0.31800000000000017,0.336,3518.0
TIC 290487717 b,,0.59221,3.4008,0.043766997588335105,0.04,851.2,Primary Transit,TIC 290487717,0.09600000000000002,0.92,0.944,5344.0
TIC 294329732 b,,0.1853,9.7566,0.08739617393594264,0.001999999999999988,934.0,Primary Transit,TIC 294329732,0.23,0.89,0.92,5215.0
TIC 303682623 b,,0.8413,0.6806129,0.0125,0.012399999999999994,665.5999999999999,Primary Transit,TIC 303682623,0.059800000000000006,0.5583,0.5647,3469.0
TIC 311276853 b,,0.4202,5.16951,0.043,0.248,664.2,Primary Transit,TIC 311276853,-0.25,0.396,0.4037,3583.0
TIC 32032563 b,,0.3102,13.8346,0.11655679284026468,0.122,1342.2,Primary Transit,TIC 32032563,0.025,1.05,1.0,5817.0
TIC 320419023 b,,0.24739,5.2638,0.06131748175815702,0.1582,1265.8,Primary Transit,TIC 320419023,-0.004600000000000016,1.056,0.952,5848.0
TIC 34085383 b,,0.375,3.47827,0.041188274982773374,0.143,633.72,Primary Transit,TIC 34085383,0.0009999999999999996,0.733,0.81,4623.0
TIC 349520724 b,,0.25212,7.9404,0.07618246263501967,0.092,857.2,Primary Transit,TIC 349520724,0.00880000000000001,0.89,0.818,5208.0
TIC 356227008 b,,0.2132,2.9615,0.041308361269219246,0.023382,832.6,Primary Transit,TIC 356227008,0.012519999999999996,1.02,0.96,5700.0
TIC 365102760 b,0.0604,0.554,4.21285367,0.0622,0.406,1494.4,Primary Transit,TIC 365102760,0.53,1.21,3.23,4694.0
TIC 38825265 b,,0.1954,3.3134,0.038112957851436306,0.108,592.0,Primary Transit,TIC 38825265,-0.03399999999999999,0.64,0.664,4120.0
TIC 38828280 b,,0.2346,4.8556,0.053837528562205576,0.026000000000000002,915.4,Primary Transit,TIC 38828280,-0.0022000000000000023,0.84,0.741,5037.0
TIC 390586021 b,,0.2552,2.747,0.03377490941375117,0.1074,472.54,Primary Transit,TIC 390586021,-0.12,0.648,0.7265,4140.0
TIC 423703298 b,,0.2473,4.0371,0.04460351709181501,0.22000000000000003,454.80000000000007,Primary Transit,TIC 423703298,-0.17400000000000002,0.691,0.73,4415.0
TIC 434398831 b,0.0208,0.3131,3.685504,0.04641,0.04,1250.0,Primary Transit,TIC 434398831,-0.08,0.992,0.909,5638.0
TIC 434398831 c,0.0227,0.5023,6.210291,0.06572,0.012999999999999998,1050.0,Primary Transit,TIC 434398831,-0.08,0.992,0.909,5638.0
TIC 437041147 b,,0.19761,3.823,0.047506114409557564,0.083,1221.0,Primary Transit,TIC 437041147,0.243,0.931,0.961,5374.0
TIC 445839811 b,,0.22107,11.1086,0.09738920912154642,0.1014,923.6,Primary Transit,TIC 445839811,0.029,0.95,0.85,5445.0
TIC 4672985,12.74,1.026,69.048,0.33,0.018000000000000002,517.0,Primary Transit,TIC 4672985,-0.12800000000000003,1.0024,0.94,5573.0
TIC 62895484 b,,0.31172,2.8399,0.03963761134771968,0.0436,1071.2,Primary Transit,TIC 62895484,0.098,0.98,0.874,5575.0
TIC 65612701 b,,0.4702,10.181,0.09530718989934439,0.015599999999999989,1685.8000000000002,Primary Transit,TIC 65612701,0.058399999999999994,1.06,1.737,5861.0
TIC 65910228 b,4.55,1.09,180.52414,0.7,0.25,582.0,Primary Transit,TIC 65910228,0.33,1.46,1.88,6310.0
TIC 67686059 b,,0.23116,3.5216,0.04380156070179895,0.022,858.0,Primary Transit,TIC 67686059,0.023599999999999996,0.86,0.82,5102.0
TIC 77319217 b,,0.27737,7.5483,0.08045422382363918,0.051000000000000004,1372.6,Primary Transit,TIC 77319217,0.0392,1.16,1.18,6126.0
TIC 86380416 b,,0.21519,6.0409,0.06750860102796351,0.0179,1014.6,Primary Transit,TIC 86380416,0.0306,1.07,0.989,5889.0
TIC 88692598 b,,0.16175,2.6491,0.030811597110347824,0.074,478.20000000000005,Primary Transit,TIC 88692598,-0.09040000000000001,0.529,0.532,3615.0
TIC 88785435 b,,0.4488,10.508843,0.08432,0.13,635.0,Primary Transit,TIC 88785435,-0.08,0.724,0.911,3998.0
TOI-1001 Ab,,0.6316,1.932993,0.035,0.12259999999999999,1900.8,Primary Transit,TOI-1001 A,-0.2384,1.565,2.0,7070.0
TOI-1007 b,,1.2062,6.998899,0.079,0.15142,1652.6,Primary Transit,TOI-1007,0.154,1.376,2.7,6596.0
TOI-1011 b,0.01271,0.1294,2.470498,0.0346,0.0,1511.0,Primary Transit,TOI-1011,0.029999999999999995,0.91,0.92,5475.0
TOI-1019 b,,2.0894,5.227922,0.071,0.23959999999999998,1672.2000000000003,Primary Transit,TOI-1019,-0.005200000000000006,1.79,1.562,7645.0
TOI-1032 Ab,,1.4176,5.659265,0.086,0.11182,1873.2,Primary Transit,TOI-1032 A,-0.0024000000000000115,2.68,2.338,10395.0
TOI-1036 Ab,,0.58,3.78031,0.04876715680095098,0.07138,947.6,Primary Transit,TOI-1036 A,0.001280000000000005,1.03,1.175,5771.0
TOI-1052 Ab,0.0532,0.256,9.139703,0.09103,0.18,1135.0,Primary Transit,TOI-1052 A,0.14,1.204,1.264,6146.0
TOI-1062 b,0.032,0.20198,4.11412,0.052,0.179,1077.0,Primary Transit,TOI-1062,0.14,0.94,0.84,5328.0
TOI-1064 b,0.0425,0.2308,6.443868,0.06152,0.047,784.0,Primary Transit,TOI-1064,0.05,0.748,0.726,4734.0
TOI-1064 c,0.0079,0.23651,12.226574,0.09429,0.088,634.0,Primary Transit,TOI-1064,0.05,0.748,0.726,4734.0
TOI-1075 b,0.03131,0.15978,0.6047328,0.0118,0.022,1336.0,Primary Transit,TOI-1075,-0.10199999999999998,0.6000000000000001,0.58,3921.0
