name,mass,radius,orbital_period,semi_major_axis,eccentricity,temp_calculated,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff
Kepler-1987 Bc,,0.1187,3.64830183,0.0427,0.0,860.0,Primary Transit,Kepler-1987 B,0.12,0.75,0.738,4711.0
Kepler-1987 Bd,,0.29129,5.644889832,0.0571,0.0,744.0,Primary Transit,Kepler-1987 B,0.12,0.75,0.738,4711.0
Kepler-1987 Be,,0.21884,8.742970467,0.0765,0.0,647.0,Primary Transit,Kepler-1987 B,0.12,0.75,0.738,4711.0
Kepler-1988 Ab,,0.1383,11.49499989,0.1038,0.0,1105.0,Primary Transit,Kepler-1988 A,-0.182,1.127,1.788,5801.01
Kepler-1989 Ab,,0.42475,10.16100025,0.0918,0.0,904.0,Primary Transit,Kepler-1989 A,-0.14,1.09,1.296,5953.0
Kepler-198 b,,0.252,17.790037,0.131,0.10599999999999998,666.0,Primary Transit,Kepler-198,-0.14,0.93,0.94,5574.0
Kepler-198 c,,0.22,49.567416,0.259,0.10599999999999998,666.0,Primary Transit,Kepler-198,-0.14,0.93,0.94,5574.0
Kepler-198 d,,0.136,1.31184443,0.023276229177827356,0.10599999999999998,666.0,Primary Transit,Kepler-198,-0.14,0.93,0.94,5574.0
Kepler-1990 b,,0.34919,1.735129952,0.0286,0.0,1554.0,Primary Transit,Kepler-1990,0.21,1.08,1.0804,5940.0
Kepler-1990 c,,0.1059,4.068429947,0.0504,0.0,1170.0,Primary Transit,Kepler-1990,0.21,1.08,1.0804,5940.0
Kepler-1991 b,,0.16469,13.26080036,0.1065,0.0,760.0,Primary Transit,Kepler-1991,0.15999999999999998,0.96,0.98,5477.0
Kepler-1991 c,,0.25944,22.79019928,0.1528,0.0,634.0,Primary Transit,Kepler-1991,0.15999999999999998,0.96,0.98,5477.0
Kepler-1992 b,,0.09162,15.61120033,0.1169,0.0,637.0,Primary Transit,Kepler-1992,-0.1236,0.93,1.1425,5373.47
Kepler-1993 b,,0.39495,26.65660095,0.1943,0.0,903.0,Primary Transit,Kepler-1993,0.0527,1.373,3.14,4939.47
Kepler-1994 b,,0.05549,4.612319946,0.053,0.0,1026.0,Primary Transit,Kepler-1994,0.258,0.921,1.1147,5337.39
Kepler-1995 b,,0.4119,73.75779724,0.3259,0.0,375.0,Primary Transit,Kepler-1995,0.48,0.75,0.798,4693.0
Kepler-1996 b,,0.20466,32.37609863,0.1726,0.0,392.0,Primary Transit,Kepler-1996,0.08,0.71,0.765,4519.0
Kepler-1996 c,,0.25096,92.72949982,0.3608,0.0,267.0,Primary Transit,Kepler-1996,0.08,0.71,0.765,4519.0
Kepler-1997 Ab,,0.21795,26.75749969,0.1815,0.0,660.0,Primary Transit,Kepler-1997 A,-0.06,1.12,1.06582,6031.0
Kepler-1998 b,,0.061933,3.03263998,0.0405,0.0,1187.0,Primary Transit,Kepler-1998,0.09600000000000002,0.985,0.9914,5581.44
Kepler-1999 b,,0.31698,8.739450455,0.0713,0.0,577.0,Primary Transit,Kepler-1999,-0.24,0.68,0.7143,4376.0
Kepler-199 Bb,,0.277,23.637604,0.158,0.009999999999999995,930.2,Primary Transit,Kepler-199 B,-0.048,1.01,0.918,5698.3
Kepler-199 Bc,,0.29,67.093408,0.316,0.009999999999999995,930.2,Primary Transit,Kepler-199 B,-0.048,1.01,0.918,5698.3
Kepler-19 b,0.02643,0.198,9.28716,0.085,0.12,912.8,Primary Transit,Kepler-19,-0.08,0.94,0.86,5544.0
Kepler-2000 b,,0.2962,6.383150101,0.0562,0.0,523.0,Primary Transit,Kepler-2000,0.48,0.632,0.656,3886.0
Kepler-2000 c,,0.196,20.6182003,0.1228,0.0,354.0,Primary Transit,Kepler-2000,0.48,0.632,0.656,3886.0
Kepler-2001 b,,0.1062,1.090039968,0.0197,0.0,1402.0,Primary Transit,Kepler-2001,0.12,0.79,0.759,4838.0
Kepler-2001 c,,0.364,14.09449959,0.1084,0.0,597.0,Primary Transit,Kepler-2001,0.12,0.79,0.759,4838.0
Kepler-2003 b,,0.062,0.941967,0.01859729667996583,0.1918,253.0,Primary Transit,Kepler-2003,-0.08,0.92,0.952,5544.0
Kepler-200 b,,0.19,8.594805,0.08,0.05842,675.2,Primary Transit,Kepler-200,-0.118,1.063,0.94,5678.0
Kepler-200 c,,0.142,10.222157,0.09,0.05842,675.2,Primary Transit,Kepler-200,-0.118,1.063,0.94,5678.0
Kepler-201 b,,0.219,25.672083,0.175,0.18,1297.0,Primary Transit,Kepler-201,-0.279,1.17,1.23,6065.0
Kepler-201 c,,0.254,151.884058,0.573,0.18,1297.0,Primary Transit,Kepler-201,-0.279,1.17,1.23,6065.0
Kepler-202 b,,0.145,4.069427,0.045,0.023399999999999997,727.2,Primary Transit,Kepler-202,0.012,0.9,0.67,4668.0
Kepler-202 c,,0.165,16.282493,0.113,0.023399999999999997,727.2,Primary Transit,Kepler-202,0.012,0.9,0.67,4668.0
Kepler-203 b,,0.229,3.162697,0.043,0.136,1569.2,Primary Transit,Kepler-203,-0.107,0.98,1.11,5821.0
Kepler-203 c,,0.22,5.370647,0.061,0.136,1569.2,Primary Transit,Kepler-203,-0.107,0.98,1.11,5821.0
Kepler-203 d,,0.128,11.32972,0.1,0.136,1569.2,Primary Transit,Kepler-203,-0.107,0.98,1.11,5821.0
Kepler-204 b,,0.226,14.400974,0.117,0.0,1125.2,Primary Transit,Kepler-204,-0.213,0.96,1.24,5812.0
Kepler-204 c,,0.16,25.660593,0.173,0.0,1125.2,Primary Transit,Kepler-204,-0.213,0.96,1.24,5812.0
Kepler-205 b,,0.135,2.75564,0.032,0.047200000000000006,701.4000000000001,Primary Transit,Kepler-205,-0.149,0.7477999999999999,0.55,4321.0
Kepler-205 c,,0.146,20.306546,0.122,0.047200000000000006,701.4000000000001,Primary Transit,Kepler-205,-0.149,0.7477999999999999,0.55,4321.0
Kepler-206 b,,0.107,7.781987,0.078,0.1174,897.6,Primary Transit,Kepler-206,-0.149,0.94,1.19,5764.0
Kepler-206 c,,0.158,13.137471,0.111,0.1174,897.6,Primary Transit,Kepler-206,-0.149,0.94,1.19,5764.0
Kepler-206 d,,0.106,23.44281,0.163,0.1174,897.6,Primary Transit,Kepler-206,-0.149,0.94,1.19,5764.0
Kepler-207 b,,0.14,1.611865,0.029,0.0,936.72,Primary Transit,Kepler-207,-0.023,0.8968,1.59,5920.0
Kepler-207 c,,0.134,3.071571,0.044,0.0,936.72,Primary Transit,Kepler-207,-0.023,0.8968,1.59,5920.0
Kepler-207 d,,0.295,5.868075,0.068,0.0,936.72,Primary Transit,Kepler-207,-0.023,0.8968,1.59,5920.0
Kepler-208 b,,0.145,4.22864,0.054,0.07138,947.6,Primary Transit,Kepler-208,0.001280000000000005,1.03,1.31,6092.0
Kepler-208 c,,0.124,7.466623,0.079,0.07138,947.6,Primary Transit,Kepler-208,0.001280000000000005,1.03,1.31,6092.0
Kepler-208 d,,0.107,11.131786,0.103,0.07138,947.6,Primary Transit,Kepler-208,0.001280000000000005,1.03,1.31,6092.0
Kepler-208 e,,0.132,16.259458,0.132,0.07138,947.6,Primary Transit,Kepler-208,0.001280000000000005,1.03,1.31,6092.0
Kepler-209 b,,0.202,16.087845,0.122,0.022,1045.2,Primary Transit,Kepler-209,0.008,0.869,0.94,5513.0
Kepler-209 c,,0.277,41.749882,0.231,0.022,1045.2,Primary Transit,Kepler-209,0.008,0.869,0.94,5513.0
Kepler-20 Ab,0.029963,0.17905,3.6961049,0.045862,0.03,1105.0,Primary Transit,Kepler-20 A,0.07,0.929,0.9164,5495.0
Kepler-20 Ac,0.0349,0.2569,10.8540774,0.094,0.16,772.0,Primary Transit,Kepler-20 A,0.07,0.929,0.9164,5495.0
Kepler-20 Ad,0.040733,0.22232,77.611455,0.349,0.0,430.0,Primary Transit,Kepler-20 A,0.07,0.929,0.9164,5495.0
Kepler-20 Ae,0.0097,0.06994,6.0984882,0.064,0.028799999999999992,1004.0,Primary Transit,Kepler-20 A,0.07,0.929,0.9164,5495.0
Kepler-20 Af,0.045,0.08404,19.578328,0.13936,0.0,681.0,Primary Transit,Kepler-20 A,0.07,0.929,0.9164,5495.0
Kepler-210 b,,0.262,2.453234,0.032,0.44,576.52,Primary Transit,Kepler-210,0.027999999999999997,0.63,0.65,4559.0
Kepler-210 c,,0.323,7.972513,0.07,0.5,551.5999999999999,Primary Transit,Kepler-210,-0.035,0.63,0.65,4559.0
Kepler-211 b,,0.112,4.138575,0.048,0.0,761.2,Primary Transit,Kepler-211,0.106,0.97,0.82,5123.0
Kepler-211 c,,0.115,6.04045,0.062,0.0,761.2,Primary Transit,Kepler-211,0.106,0.97,0.82,5123.0
Kepler-212 b,,0.097,16.257582,0.133,0.051000000000000004,1372.6,Primary Transit,Kepler-212,0.0392,1.16,1.46,5852.0
Kepler-212 c,,0.244,31.805174,0.207,0.051000000000000004,1372.6,Primary Transit,Kepler-212,0.0392,1.16,1.46,5852.0
Kepler-213 b,,0.145,2.46236,0.036,0.059399999999999994,732.2,Primary Transit,Kepler-213,-0.05099999999999999,0.94,1.2,5696.0
Kepler-213 c,,0.209,4.822962,0.057,0.059399999999999994,732.2,Primary Transit,Kepler-213,-0.05099999999999999,0.94,1.2,5696.0
Kepler-214 b,,0.233,15.660544,0.13,0.0318,1175.8,Primary Transit,Kepler-214,-0.359,0.7484,1.35,6169.0
Kepler-214 c,,0.19,28.7798,0.194,0.0318,1175.8,Primary Transit,Kepler-214,-0.359,0.7484,1.35,6169.0
Kepler-215 b,,0.145,9.360672,0.084,0.0928,753.8,Primary Transit,Kepler-215,-0.618,0.77,1.03,5739.0
Kepler-215 c,,0.158,14.667108,0.113,0.0928,753.8,Primary Transit,Kepler-215,-0.618,0.77,1.03,5739.0
Kepler-215 d,,0.213,30.864423,0.185,0.0928,753.8,Primary Transit,Kepler-215,-0.618,0.77,1.03,5739.0
Kepler-215 e,,0.156,68.16101,0.314,0.0928,753.8,Primary Transit,Kepler-215,-0.618,0.77,1.03,5739.0
Kepler-216 b,,0.21,7.693641,0.079,0.064,1310.08,Primary Transit,Kepler-216,-0.183,0.8906000000000001,1.26,6091.0
Kepler-216 c,,0.271,17.406669,0.136,0.064,1310.08,Primary Transit,Kepler-216,-0.183,0.8906000000000001,1.26,6091.0
Kepler-217 b,,0.199,5.374943,0.065,0.08126994191674733,964.7135467756585,Primary Transit,Kepler-217,-0.0013422812997046184,0.9367040345199569,1.8,6171.0
Kepler-217 c,,0.165,8.586004,0.089,0.08126994191674733,964.7135467756585,Primary Transit,Kepler-217,-0.0013422812997046184,0.9367040345199569,1.8,6171.0
Kepler-217 d,,0.118,3.88689525,0.0761,0.08126994191674733,964.7135467756585,Primary Transit,Kepler-217,-0.0013422812997046184,0.9367040345199569,1.8,6171.0
Kepler-218 b,,0.132,3.619337,0.046,0.364,1296.2,Primary Transit,Kepler-218,0.194,1.0716,1.06,5502.0
Kepler-218 c,,0.28,44.699576,0.248,0.364,1296.2,Primary Transit,Kepler-218,0.194,1.0716,1.06,5502.0
Kepler-218 d,,0.237,124.5244647,0.0761,0.364,1296.2,Primary Transit,Kepler-218,0.194,1.0716,1.06,5502.0
Kepler-219 b,,0.263,4.585512,0.057,0.118,1153.6000000000001,Primary Transit,Kepler-219,0.019999999999999997,1.0944,1.49,5786.0
Kepler-219 c,,0.319,22.714613,0.165,0.118,1153.6000000000001,Primary Transit,Kepler-219,0.019999999999999997,1.0944,1.49,5786.0
Kepler-219 d,,0.251,47.903645,0.272,0.118,1153.6000000000001,Primary Transit,Kepler-219,0.019999999999999997,1.0944,1.49,5786.0
Kepler-21 Ab,0.02102,0.1472,2.785823,0.0434281,0.020000000000000004,2015.0,Primary Transit,Kepler-21 A,-0.03,1.408,1.902,6305.0
Kepler-220 b,,0.072,4.159807,0.046,0.08126994191674733,964.7135467756585,Primary Transit,Kepler-220,-0.0013422812997046184,0.9367040345199569,0.67,4632.0
Kepler-220 c,,0.14,9.034199,0.076,0.08126994191674733,964.7135467756585,Primary Transit,Kepler-220,-0.0013422812997046184,0.9367040345199569,0.67,4632.0
Kepler-220 d,,0.087,28.122397,0.163,0.08126994191674733,964.7135467756585,Primary Transit,Kepler-220,-0.0013422812997046184,0.9367040345199569,0.67,4632.0
Kepler-220 e,,0.119,45.902733,0.226,0.08126994191674733,964.7135467756585,Primary Transit,Kepler-220,-0.0013422812997046184,0.9367040345199569,0.67,4632.0
Kepler-221 b,,0.153,2.795906,0.037,0.1346,810.14,Primary Transit,Kepler-221,-0.413,0.72,0.82,5243.0
Kepler-221 c,,0.261,5.690586,0.059,0.1346,810.14,Primary Transit,Kepler-221,-0.413,0.72,0.82,5243.0
Kepler-221 d,,0.244,10.04156,0.087,0.1346,810.14,Primary Transit,Kepler-221,-0.413,0.72,0.82,5243.0
Kepler-221 e,,0.235,18.369917,0.13,0.1346,810.14,Primary Transit,Kepler-221,-0.413,0.72,0.82,5243.0
Kepler-222 b,,0.282,3.936981,0.048,0.05879999999999999,646.54,Primary Transit,Kepler-222,0.15,0.796,0.87,5433.0
Kepler-222 c,,0.414,10.08881,0.091,0.05879999999999999,646.54,Primary Transit,Kepler-222,0.15,0.796,0.87,5433.0
Kepler-222 d,,0.329,28.081912,0.18,0.05879999999999999,646.54,Primary Transit,Kepler-222,0.15,0.796,0.87,5433.0
Kepler-223 b,0.02328,0.267,7.38449,0.073,0.078,1007.2,Primary Transit,Kepler-223,-0.211,1.12,1.72,5829.0
Kepler-223 c,0.01605,0.307,9.84564,0.088,0.15,1109.0,Primary Transit,Kepler-223,-0.211,1.12,1.72,5829.0
Kepler-223 d,0.02517,0.467,14.78869,0.116,0.03699999999999999,1318.8,Primary Transit,Kepler-223,-0.211,1.12,1.72,5829.0
Kepler-223 e,0.0151,0.41,19.72567,0.14,0.051,1187.6,Primary Transit,Kepler-223,-0.211,1.12,1.72,5829.0
Kepler-224 b,,0.124,3.132924,0.038,0.105,564.9760000000001,Primary Transit,Kepler-224,-0.309,0.74,0.68,5018.0
Kepler-224 c,,0.278,5.925003,0.058,0.105,564.9760000000001,Primary Transit,Kepler-224,-0.309,0.74,0.68,5018.0
Kepler-224 d,,0.205,11.349393,0.089,0.105,564.9760000000001,Primary Transit,Kepler-224,-0.309,0.74,0.68,5018.0
Kepler-224 e,,0.176,18.643577,0.124,0.105,564.9760000000001,Primary Transit,Kepler-224,-0.309,0.74,0.68,5018.0
Kepler-225 b,,0.107,6.738975,0.056,0.27099999999999996,1081.48,Primary Transit,Kepler-225,-0.185,1.0662,0.48,3682.0
Kepler-225 c,,0.164,18.794234,0.111,0.27099999999999996,1081.48,Primary Transit,Kepler-225,-0.185,1.0662,0.48,3682.0
Kepler-226 b,,0.138,3.940997,0.047,0.046000000000000006,583.5999999999999,Primary Transit,Kepler-226,-0.145,0.86,0.8,5571.0
Kepler-226 c,,0.203,5.349555,0.058,0.046000000000000006,583.5999999999999,Primary Transit,Kepler-226,-0.145,0.86,0.8,5571.0
Kepler-226 d,,0.109,8.109044,0.076,0.046000000000000006,583.5999999999999,Primary Transit,Kepler-226,-0.145,0.86,0.8,5571.0
Kepler-227 b,,0.277,9.488015,0.09,0.0,1075.556,Primary Transit,Kepler-227,0.136,1.0008,1.09,5854.0
Kepler-227 c,,0.271,54.418694,0.29,0.0,1075.556,Primary Transit,Kepler-227,0.136,1.0008,1.09,5854.0
Kepler-228 b,,0.136,2.566546,0.038,0.074,1117.4,Primary Transit,Kepler-228,-0.067,0.9319999999999999,1.01,6043.0
Kepler-228 c,,0.241,4.134444,0.052,0.074,1117.4,Primary Transit,Kepler-228,-0.067,0.9319999999999999,1.01,6043.0
Kepler-228 d,,0.36,11.094286,0.101,0.074,1117.4,Primary Transit,Kepler-228,-0.067,0.9319999999999999,1.01,6043.0
Kepler-229 b,,0.196,6.252972,0.062,0.15660000000000002,677.8,Primary Transit,Kepler-229,-0.109,0.8844,0.73,5120.0
Kepler-229 c,,0.439,16.068638,0.117,0.15660000000000002,677.8,Primary Transit,Kepler-229,-0.109,0.8844,0.73,5120.0
Kepler-229 d,,0.343,41.194912,0.22,0.15660000000000002,677.8,Primary Transit,Kepler-229,-0.109,0.8844,0.73,5120.0
Kepler-22 b,0.0286,0.187,289.863876,0.812,0.0,262.0,Primary Transit,Kepler-22,-0.255,0.857,0.869,5596.0
Kepler-230 b,,0.38,32.625555,0.191,0.12719999999999998,1187.0,Primary Transit,Kepler-230,-0.291,1.1102,0.82,5588.0
Kepler-230 c,,0.182,91.773242,0.38,0.12719999999999998,1187.0,Primary Transit,Kepler-230,-0.291,1.1102,0.82,5588.0
Kepler-231 b,,0.154,10.065275,0.074,0.029200000000000004,1019.0,Primary Transit,Kepler-231,-0.011,0.58,0.49,3767.0
Kepler-231 c,,0.172,19.271566,0.114,0.029200000000000004,1019.0,Primary Transit,Kepler-231,-0.011,0.58,0.49,3767.0
Kepler-232 b,,0.275,4.431222,0.054,0.0174,1398.2,Primary Transit,Kepler-232,0.083,1.1824,0.97,5847.0
Kepler-232 c,,0.342,11.379349,0.101,0.0174,1398.2,Primary Transit,Kepler-232,0.083,1.1824,0.97,5847.0
Kepler-233 b,,0.217,8.472382,0.077,0.074,1117.4,Primary Transit,Kepler-233,-0.067,0.9319999999999999,0.76,5360.0
Kepler-233 c,,0.242,60.418955,0.287,0.074,1117.4,Primary Transit,Kepler-233,-0.067,0.9319999999999999,0.76,5360.0
Kepler-234 b,,0.33,2.711506,0.04,0.016799999999999995,1247.8,Primary Transit,Kepler-234,0.075,1.1528,1.11,6224.0
Kepler-234 c,,0.313,7.21205,0.077,0.016799999999999995,1247.8,Primary Transit,Kepler-234,0.075,1.1528,1.11,6224.0
Kepler-235 b,,0.199,3.340222,0.037,0.0,844.4,Primary Transit,Kepler-235,0.087,0.59,0.55,4255.0
Kepler-235 c,,0.114,7.824904,0.065,0.0,844.4,Primary Transit,Kepler-235,0.087,0.59,0.55,4255.0
Kepler-235 d,,0.183,20.060548,0.122,0.0,844.4,Primary Transit,Kepler-235,0.087,0.59,0.55,4255.0
Kepler-235 e,,0.198,46.183669,0.213,0.0,844.4,Primary Transit,Kepler-235,0.087,0.59,0.55,4255.0
Kepler-236 b,,0.14,8.295611,0.065,0.0428,851.4,Primary Transit,Kepler-236,0.119,0.56,0.51,3750.0
Kepler-236 c,,0.178,23.968127,0.132,0.0428,851.4,Primary Transit,Kepler-236,0.119,0.56,0.51,3750.0
Kepler-237 b,,0.126,4.715106,0.05,0.23800000000000004,661.8,Primary Transit,Kepler-237,-0.077,0.7,0.72,4861.0
Kepler-237 c,,0.186,8.103636,0.071,0.23800000000000004,661.8,Primary Transit,Kepler-237,-0.077,0.7,0.72,4861.0
Kepler-238 b,,0.154,2.090876,0.034,0.043000000000000003,1539.6000000000001,Primary Transit,Kepler-238,0.143,1.43,1.43,5751.0
Kepler-238 c,,0.213,6.155557,0.069,0.043000000000000003,1539.6000000000001,Primary Transit,Kepler-238,0.143,1.43,1.43,5751.0
Kepler-238 d,,0.274,13.233549,0.115,0.043000000000000003,1539.6000000000001,Primary Transit,Kepler-238,0.143,1.43,1.43,5751.0
Kepler-238 e,0.534,0.5,23.654,0.1847332874226753,0.043000000000000003,1539.6000000000001,Primary Transit,Kepler-238,0.143,1.43,1.43,5751.0
Kepler-238 f,0.042,0.178,50.447,0.30607814938535255,0.043000000000000003,1539.6000000000001,Primary Transit,Kepler-238,0.143,1.43,1.43,5751.0
Kepler-239 b,,0.208,11.763051,0.095,0.096,507.17599999999993,Primary Transit,Kepler-239,-0.016,0.74,0.76,4914.0
Kepler-239 c,,0.224,56.228098,0.268,0.096,507.17599999999993,Primary Transit,Kepler-239,-0.016,0.74,0.76,4914.0
Kepler-23 b,0.8,0.17,7.1073,0.075,0.06,1318.2,Primary Transit,Kepler-23,0.06400000000000002,1.11,1.55,5828.0
Kepler-23 c,2.7,0.285,10.7421,0.099,0.020000000000000004,1232.8000000000002,Primary Transit,Kepler-23,-0.0037999999999999983,1.11,1.55,5828.0
Kepler-23 d,0.055,0.196,15.274299,0.124,0.08,1287.8000000000002,Primary Transit,Kepler-23,0.012400000000000007,1.11,1.55,5828.0
Kepler-240 b,,0.122,4.144495,0.048,0.1754,1093.2,Primary Transit,Kepler-240,0.089,1.0128,0.74,4985.0
Kepler-240 c,,0.196,7.953528,0.074,0.1754,1093.2,Primary Transit,Kepler-240,0.089,1.0128,0.74,4985.0
Kepler-241 Ab,,0.208,12.718092,0.094,0.074,403.6,Primary Transit,Kepler-241 A,-0.243,0.7256,0.67,4699.0
Kepler-241 Ac,,0.229,36.065978,0.189,0.074,403.6,Primary Transit,Kepler-241 A,-0.243,0.7256,0.67,4699.0
Kepler-242 b,,0.233,8.20395,0.075,0.0338,1042.0,Primary Transit,Kepler-242,0.103,0.7392,0.85,5020.0
Kepler-242 c,,0.178,14.496481,0.109,0.0338,1042.0,Primary Transit,Kepler-242,0.103,0.7392,0.85,5020.0
Kepler-243 b,,0.219,5.715442,0.062,0.001999999999999988,1104.6,Primary Transit,Kepler-243,0.241,0.89,0.84,5228.0
Kepler-243 c,,0.178,20.026218,0.142,0.001999999999999988,1104.6,Primary Transit,Kepler-243,0.241,0.89,0.84,5228.0
Kepler-244 b,,0.246,4.311792,0.05,0.308,819.8,Primary Transit,Kepler-244,-0.191,0.6976,0.8,5554.0
Kepler-244 c,,0.183,9.767292,0.087,0.308,819.8,Primary Transit,Kepler-244,-0.191,0.6976,0.8,5554.0
Kepler-244 d,,0.206,20.050401,0.14,0.308,819.8,Primary Transit,Kepler-244,-0.191,0.6976,0.8,5554.0
Kepler-245 b,,0.229,7.49019,0.071,0.009399999999999992,805.6,Primary Transit,Kepler-245,-0.028,0.8,0.8,5100.0
Kepler-245 c,,0.194,17.460812,0.124,0.009399999999999992,805.6,Primary Transit,Kepler-245,-0.028,0.8,0.8,5100.0
Kepler-245 d,,0.27,36.277108,0.202,0.009399999999999992,805.6,Primary Transit,Kepler-245,-0.028,0.8,0.8,5100.0
Kepler-245 e,,0.156,3.21982106,0.04027923726625048,0.009399999999999992,805.6,Primary Transit,Kepler-245,-0.028,0.8,0.8,5100.0
Kepler-246 b,,0.209,4.60182,0.052,0.068,1192.8,Primary Transit,Kepler-246,0.143,0.86,0.83,5206.0
Kepler-246 c,,0.134,11.187161,0.095,0.068,1192.8,Primary Transit,Kepler-246,0.143,0.86,0.83,5206.0
Kepler-247 b,,0.146,3.33616,0.042,0.0,973.4,Primary Transit,Kepler-247,0.21,0.884,0.77,5100.0
Kepler-247 c,,0.365,9.439452,0.084,0.0,973.4,Primary Transit,Kepler-247,0.21,0.884,0.77,5100.0
Kepler-247 d,,0.352,20.477912,0.14,0.0,973.4,Primary Transit,Kepler-247,0.21,0.884,0.77,5100.0
Kepler-248 b,,0.269,6.308205,0.066,0.2116,974.2,Primary Transit,Kepler-248,0.171,1.1406,0.83,5190.0
Kepler-248 c,,0.363,16.239494,0.123,0.2116,974.2,Primary Transit,Kepler-248,0.171,1.1406,0.83,5190.0
Kepler-249 b,,0.097,3.306539,0.035,0.25342000000000003,990.4,Primary Transit,Kepler-249,0.221,0.9522,0.48,3568.0
Kepler-249 c,,0.135,7.113702,0.058,0.25342000000000003,990.4,Primary Transit,Kepler-249,0.221,0.9522,0.48,3568.0
Kepler-249 d,,0.14,15.368459,0.097,0.25342000000000003,990.4,Primary Transit,Kepler-249,0.221,0.9522,0.48,3568.0
Kepler-24 b,1.6,0.214,8.1453,0.08,0.07138,947.6,Primary Transit,Kepler-24,0.001280000000000005,1.03,1.29,5897.0
Kepler-24 c,1.6,0.25,12.3335,0.106,0.07138,947.6,Primary Transit,Kepler-24,0.001280000000000005,1.03,1.29,5897.0
Kepler-24 d,,0.149,4.244384,0.051,0.07138,947.6,Primary Transit,Kepler-24,0.001280000000000005,1.03,1.29,5897.0
Kepler-24 e,,0.248,18.998355,0.138,0.07138,947.6,Primary Transit,Kepler-24,0.001280000000000005,1.03,1.29,5897.0
Kepler-250 b,,0.101,4.148141,0.048,0.0,805.6,Primary Transit,Kepler-250,0.063,0.8,0.81,5160.0
Kepler-250 c,,0.203,7.156804,0.069,0.0,805.6,Primary Transit,Kepler-250,0.063,0.8,0.81,5160.0
Kepler-250 d,,0.194,17.648312,0.127,0.0,805.6,Primary Transit,Kepler-250,0.063,0.8,0.81,5160.0
Kepler-251 b,,0.119,4.790936,0.053,0.1452,1033.0,Primary Transit,Kepler-251,-0.156,0.91,0.89,5526.0
Kepler-251 c,,0.247,16.514043,0.122,0.1452,1033.0,Primary Transit,Kepler-251,-0.156,0.91,0.89,5526.0
Kepler-251 d,,0.247,30.133001,0.182,0.1452,1033.0,Primary Transit,Kepler-251,-0.156,0.91,0.89,5526.0
Kepler-251 e,,0.247,99.640161,0.404,0.1452,1033.0,Primary Transit,Kepler-251,-0.156,0.91,0.89,5526.0
Kepler-252 b,,0.11,6.668391,0.058,0.0808,608.4,Primary Transit,Kepler-252,-0.67,0.52,0.55,4208.0
Kepler-252 c,,0.192,10.848463,0.08,0.0808,608.4,Primary Transit,Kepler-252,-0.67,0.52,0.55,4208.0
Kepler-253 b,,0.145,3.783986,0.046,0.07408,758.8,Primary Transit,Kepler-253,0.052000000000000005,1.02,0.79,5208.0
Kepler-253 c,,0.236,10.281951,0.089,0.07408,758.8,Primary Transit,Kepler-253,0.052000000000000005,1.02,0.79,5208.0
Kepler-253 d,,0.283,18.119869,0.13,0.07408,758.8,Primary Transit,Kepler-253,0.052000000000000005,1.02,0.79,5208.0
Kepler-254 b,,0.345,5.826662,0.064,0.308,819.8,Primary Transit,Kepler-254,-0.191,0.6976,0.91,5957.0
Kepler-254 c,,0.192,12.412183,0.105,0.308,819.8,Primary Transit,Kepler-254,-0.191,0.6976,0.91,5957.0
Kepler-254 d,,0.223,18.746477,0.139,0.308,819.8,Primary Transit,Kepler-254,-0.191,0.6976,0.91,5957.0
Kepler-255 b,,0.138,5.714606,0.063,0.1516,1049.4,Primary Transit,Kepler-255,0.212,0.97,0.93,5573.0
Kepler-255 c,,0.267,9.946047,0.092,0.1516,1049.4,Primary Transit,Kepler-255,0.212,0.97,0.93,5573.0
Kepler-255 d,,0.118,1.04562266,0.020292582503096176,0.1516,1049.4,Primary Transit,Kepler-255,0.212,0.97,0.93,5573.0
Kepler-256 b,,0.142,1.620493,0.027,0.144,886.0,Primary Transit,Kepler-256,0.061,1.02,1.3,5551.0
Kepler-256 c,,0.192,3.38802,0.045,0.144,886.0,Primary Transit,Kepler-256,0.061,1.02,1.3,5551.0
Kepler-256 d,,0.221,5.839172,0.064,0.144,886.0,Primary Transit,Kepler-256,0.061,1.02,1.3,5551.0
Kepler-256 e,,0.21,10.681572,0.096,0.144,886.0,Primary Transit,Kepler-256,0.061,1.02,1.3,5551.0
Kepler-257 b,,0.233,2.382667,0.034,0.2128,889.0,Primary Transit,Kepler-257,0.315,0.948,1.04,5180.0
Kepler-257 c,,0.483,6.581484,0.066,0.2128,889.0,Primary Transit,Kepler-257,0.315,0.948,1.04,5180.0
Kepler-257 d,,0.442,24.664551,0.16,0.2128,889.0,Primary Transit,Kepler-257,0.315,0.948,1.04,5180.0
Kepler-258 b,,0.362,13.19722,0.103,0.3108,805.6,Primary Transit,Kepler-258,0.415,0.8,0.92,4942.0
Kepler-258 c,,0.322,33.653079,0.193,0.3108,805.6,Primary Transit,Kepler-258,0.415,0.8,0.92,4942.0
Kepler-259 b,,0.25,8.115317,0.079,0.03139999999999999,609.2,Primary Transit,Kepler-259,-0.165,0.7340000000000001,0.9,5938.0
Kepler-259 c,,0.241,36.924931,0.217,0.03139999999999999,609.2,Primary Transit,Kepler-259,-0.165,0.7340000000000001,0.9,5938.0
