name,mass,radius,orbital_period,semi_major_axis,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,log_radius,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized
Kepler-1467 b,,0.294,47.0569043,0.2466484953834302,Primary Transit,Kepler-1467,-0.07,0.86,0.82,5332.0,-1.2241755116434554,147574.49127906977,0.032933279935950244,1.3286286769458268e+16,1.048780487804878,0.006247754806089103,-0.6079215294970629,3.4867433456793533,0.021250866687377905,1.5597568230292658,0.35853658536585364
Kepler-1468 b,,0.154,8.23984869,0.08198265599201558,Primary Transit,Kepler-1468,0.204,1.03,1.841,5774.53,-1.870802676568508,123217.53640776697,0.06251476683033494,1.654331730475575e+17,0.5594785442694188,0.018689663584101564,-1.0862780159537515,12.563632972568165,0.12136145184481537,0.16507292970674867,0.08365019011406843
Kepler-1468 c,,0.103,3.54553021,0.046726503708966166,Primary Transit,Kepler-1468,0.204,1.03,1.841,5774.53,-2.2730262907525014,123217.53640776691,0.0828060301762451,5.0926050352755776e+17,0.5594785442694188,0.029050662072908975,-1.330436713662382,22.043164333785953,0.28204526284377646,0.16507292970674867,0.055947854426941876
Kepler-1468 d,,0.29717,19.59059906,0.1456,Primary Transit,Kepler-1468,0.204,1.03,1.841,5774.53,-1.2134509133600464,124340.12739740055,0.04669748882734512,5.2449797746513096e+16,0.5594785442694188,0.015169010354908464,-0.8368386250229816,7.074175824175824,0.051044891324522876,0.16507292970674867,0.16141770776751765
Kepler-1469 b,,0.25,21.8635301,0.15132344400351877,Primary Transit,Kepler-1469,0.019999999999999997,0.92,0.89,5507.0,-1.3862943611198906,137950.0679347826,0.043487636060872074,4.016500931790142e+16,1.0337078651685394,0.011434567009835252,-0.820093783063254,6.079692449893005,0.04573826803934101,1.3050219229498035,0.2808988764044944
Kepler-146 b,,0.331,31.158799,0.2,Primary Transit,Kepler-146,0.029999999999999995,1.1,1.16,6034.0,-1.1056369036050742,121358.84439030007,0.04033008658119067,3.314066601580839e+16,0.9482758620689656,0.010623002510462616,-0.6989700043360187,5.5,0.032093663173603064,0.7047234408954859,0.28534482758620694
Kepler-146 c,,0.2792,76.732171,0.364,Primary Transit,Kepler-146,0.029999999999999995,1.1,1.16,6034.0,-1.2758269080939195,122081.77104358033,0.029806004730576038,1.0005031401946746e+16,0.9482758620689656,0.0036386302689128923,-0.438898616350944,3.0219780219780223,0.013032343370031849,0.7047234408954859,0.2406896551724138
Kepler-1470 b,,0.095,16.2950903,0.1187311282227819,Primary Transit,Kepler-1470,-0.01,0.8,0.76,4961.0,-2.353878387381596,158642.57812499994,0.0457812547595541,4.296825521099215e+16,1.0526315789473684,0.005829976898010809,-0.9254354053664758,6.737912895924943,0.06136817787379798,1.822423093745444,0.125
Kepler-1471 b,,0.1499,3.63898953,0.0453,Primary Transit,Kepler-1471,-0.205,0.96,0.876,5500.0,-1.897786873873585,142451.49323668177,0.07821629935143981,4.459173330604408e+17,1.095890410958904,0.04119275385768972,-1.3439017979871681,21.19205298013245,0.27480156009132567,1.4281009713085946,0.17111872146118723
Kepler-1471 c,,0.2002,11.6044881,0.0981,Primary Transit,Kepler-1471,-0.205,0.96,0.876,5500.0,-1.608438412101017,142641.18985191215,0.05311569742006263,9.508516035042982e+16,1.095890410958904,0.017251945822582212,-1.0083309926200514,9.785932721712538,0.08617355555735372,1.4281009713085946,0.22853881278538812
Kepler-1472 b,,0.17,38.1312831,0.23686652786968176,Primary Transit,Kepler-1472,0.029999999999999995,1.16,1.25,6159.0,-1.7719568419318752,109408.67456896549,0.03903032278694625,2.5646814372665344e+16,0.9279999999999999,0.0044582816569317075,-0.6254963060503765,4.897272782409357,0.026225186217245337,0.59392,0.136
Kepler-1473 b,,0.106,14.4273551,0.121365914153063,Primary Transit,Kepler-1473,-0.01,1.09,1.09,6046.0,-2.24431618487007,116434.91972477059,0.05285546264810134,9.071500074972123e+16,1.0,0.00734715401854911,-0.9159032685639565,8.9811048481481,0.06931277375989726,0.84167999326656,0.09724770642201834
Kepler-1474 b,,0.193,36.4333452,0.22156809830528837,Primary Transit,Kepler-1474,0.04000000000000001,1.04,1.04,5870.0,-1.6450650900772514,122032.75240384613,0.038210968884940875,2.418454630526547e+16,1.0,0.005297345026665299,-0.6544927697890085,4.693816519411709,0.027447383557851285,0.9245562130177515,0.18557692307692308
Kepler-1475 Ab,,0.261,82.177374,0.3974589307484161,Primary Transit,Kepler-1475 A,0.029999999999999995,1.18,1.28,6214.0,-1.3432348716594436,107554.29025423726,0.030389242103133603,9438445576533976.0,0.9218749999999999,0.0031760567087480798,-0.40070774014161825,2.9688601984060523,0.012168799650375784,0.5626678466796874,0.20390625
Kepler-1476 b,,0.149,10.35863224,0.09392338143516751,Primary Transit,Kepler-1476,0.06,0.98,0.96,5663.0,-1.903808973036678,129504.14540816321,0.05697064984653499,1.1658396114286795e+17,1.0208333333333333,0.014384138421734334,-1.027226280319218,10.434036605426781,0.09653784175660628,1.1076750578703705,0.15520833333333334
Kepler-1477 b,,0.105,11.55530021,0.09480820255768319,Primary Transit,Kepler-1477,-0.06,0.81,0.78,5100.0,-2.2537949288246137,156684.02777777778,0.05155188480477749,7.526427428443024e+16,1.0384615384615385,0.009086739253137932,-1.023154087013903,8.543564566654242,0.08654037383940888,1.7068730086481565,0.1346153846153846
Kepler-1478 b,,0.154,26.0840594,0.17732010703489523,Primary Transit,Kepler-1478,0.029999999999999995,1.04,1.06,5904.0,-1.870802676568508,122032.7524038461,0.042713255406448165,3.864287460707589e+16,0.9811320754716981,0.00590398900870468,-0.7512420152215056,5.865099098972098,0.03833759096561481,0.8732040543535938,0.14528301886792452
Kepler-1479 b,,0.163,14.53261362,0.11810572980455243,Primary Transit,Kepler-1479,-0.02,0.99,0.98,5796.0,-1.8140050781753747,128196.02272727269,0.051063091994713476,8.090429392987917e+16,1.010204081632653,0.011216151771604042,-0.9277290324276654,8.382319821725027,0.06881074706505547,1.0518576443488683,0.1663265306122449
Kepler-147 b,,0.136,12.610584,0.113,Primary Transit,Kepler-147,0.078,1.01,1.47,6012.0,-1.995100393246085,110213.56952094015,0.05630190796170053,1.0231021579549971e+17,0.6870748299319728,0.010784591736592058,-0.9469215565165803,8.938053097345133,0.07929846865141219,0.31795771666063805,0.0925170068027211
Kepler-147 c,,0.217,33.416423,0.216,Primary Transit,Kepler-147,0.078,1.01,1.47,6012.0,-1.5278579254416775,110804.8234551756,0.04061380316950113,2.8000667556000004e+16,0.6870748299319728,0.006493812937429,-0.6655462488490691,4.675925925925926,0.029925405241608295,0.31795771666063805,0.14761904761904762
Kepler-1480 Ab,,0.3515,22.1270885,0.1525,Primary Transit,Kepler-1480 A,0.1,0.83,0.799,4986.94,-1.0455455677314176,138050.82765146537,0.04330374325320238,2.6594809568089412e+16,1.0387984981226532,0.015885506129737763,-0.8167301563171954,5.442622950819672,0.04519347405330801,1.6271880810378636,0.43992490613266577
Kepler-1481 Ab,,0.11,5.94220998,0.06060271438756453,Primary Transit,Kepler-1481,0.04000000000000001,0.8,0.75,4908.0,-2.2072749131897207,158642.57812499997,0.0640802135731909,1.5799162392432026e+17,1.0666666666666667,0.01851163125676013,-1.2175079234056527,13.200728846629968,0.16828755687963756,1.8962962962962964,0.14666666666666667
Kepler-1482 Ab,,0.09,12.25384348,0.1016,Primary Transit,Kepler-1482 A,0.116,0.98,0.977,5567.9,-2.4079456086518722,143173.79400637536,0.052095624385227246,9.310613333333381e+16,1.0030706243602865,0.00734463437099492,-0.9931062920520995,9.645669291338583,0.08160704856661022,1.0508540069084193,0.09211873080859774
Kepler-1483 b,,0.136,9.5085156,0.09620742064664832,Primary Transit,Kepler-1483,0.04000000000000001,1.25,1.4,6337.0,-1.995100393246085,101531.24999999999,0.06357344061660546,1.742278935931752e+17,0.8928571428571429,0.0143029685937519,-1.0167914287771527,12.992760762093537,0.10516888671876395,0.4555393586005832,0.09714285714285716
Kepler-1484 b,,0.188,30.4549136,0.1900980303336095,Primary Transit,Kepler-1484,-0.17,0.94,0.92,5730.0,-1.6713133161521878,135014.9601063829,0.03921932489461781,2.983068690047125e+16,1.0217391304347825,0.0061730597062012345,-0.7210223829750417,4.94481714697602,0.0328354239691555,1.2071587079806032,0.2043478260869565
Kepler-1485 b,,0.131,19.9157725,0.15138023741137047,Primary Transit,Kepler-1485,0.019999999999999997,1.11,1.12,6087.0,-2.0325579557809856,114336.99324324321,0.047758633690984396,5.990662360025224e+16,0.9910714285714286,0.006577701166249013,-0.819930817989208,7.332529126530659,0.050211459284343604,0.7900760750728861,0.1169642857142857
Kepler-1486 b,,0.207,54.6495759,0.2940102922871609,Primary Transit,Kepler-1486,0.06,1.08,1.12,5965.0,-1.575036485716768,117513.02083333331,0.033803028079093744,1.4645922252384204e+16,0.9642857142857143,0.003787769558885085,-0.5316374661685175,3.67334079225077,0.018298403666111525,0.7687226676384838,0.18482142857142855
Kepler-1487 b,,0.4505,7.31945294,0.0898,Primary Transit,Kepler-1487,0.04000000000000001,1.29,1.54,6408.0,-0.7973972019337444,73982.36932519247,0.07708636768484052,2.090919625586301e+17,0.8376623376623377,0.06154831565868364,-1.0467236633326955,14.365256124721602,0.13662223231672285,0.35320557331014407,0.29253246753246753
Kepler-1487 c,,0.7992,35.79949951,0.2588,Primary Transit,Kepler-1487,0.04000000000000001,1.29,1.54,6408.0,-0.22414405164779327,73936.87557295183,0.04542209750848209,2.5174535630972104e+16,0.8376623376623377,0.022324334444305757,-0.5870357280033373,4.984544049459043,0.027933351406788987,0.35320557331014407,0.518961038961039
Kepler-1488 b,,0.166,39.8189932,0.23433437968660256,Primary Transit,Kepler-1488,0.0432,1.03,1.9769,5757.09,-1.7957674906255938,123217.53640776694,0.03697648315763804,2.000506911327032e+16,0.5210177550710708,0.00416886482202669,-0.6301639904774926,4.395428453040122,0.02511364350618488,0.13331625964319854,0.08396985178815317
Kepler-1488 c,,0.14729,6.158269882,0.0658,Primary Transit,Kepler-1488,0.0432,1.03,1.9769,5757.09,-1.9153518464806853,133118.91047930156,0.06713469872777764,2.5372326296391466e+17,0.5210177550710708,0.023917431814820877,-1.1817741063860445,15.653495440729484,0.16238326984059254,0.13331625964319854,0.07450553897516313
Kepler-1489 b,,0.158,82.294751,0.3764825415530246,Primary Transit,Kepler-1489,-0.13,1.0,1.308,5655.0,-1.8451602459551701,126914.0625,0.028744355438849217,7215073401838250.0,0.764525993883792,0.0019199280401249405,-0.42425515832910277,2.6561656640834115,0.012151443291930004,0.44686543985015287,0.12079510703363915
Kepler-1489 c,,0.0455,0.680741,0.0146,Primary Transit,Kepler-1489,-0.13,1.0,1.308,5655.0,-3.0900429530252325,148903.61766998615,0.13475683921612178,4.797607618458552e+18,0.764525993883792,0.06683892993076661,-1.8356471442155629,68.4931506849315,1.4689874710058597,0.44686543985015287,0.034785932721712536
Kepler-148 b,,0.161,1.729366,0.028,Primary Transit,Kepler-148,0.143,1.048,0.85,5272.0,-1.8263509139976741,136238.4640103863,0.10173045416703486,9.853387073880815e+17,0.9957332605531296,0.09309770170108583,-1.5528419686577808,11.632943684351554,0.5782465944166822,1.1466409255295227,0.18941176470588236
Kepler-148 c,,0.321,4.180043,0.05,Primary Transit,Kepler-148,0.143,1.048,0.85,5272.0,-1.1363141558521213,139782.075854792,0.07515694583978665,3.0900221863690234e+17,0.9957332605531296,0.07679346839255002,-1.3010299956639813,11.632943684351554,0.23923198876183807,1.1466409255295227,0.37764705882352945
Kepler-148 d,,0.774,51.84688575,0.0761,Primary Transit,Kepler-148,0.143,1.048,0.85,5272.0,-0.2561834053924099,137950.0679347825,0.05859182636469336,1.300672220682913e+17,0.9957332605531296,0.014928572638521495,-1.1186153432294272,11.632943684351554,0.019287561548477383,1.1466409255295227,0.9105882352941177
Kepler-1490 b,,0.271,92.4362973,0.3927708798757431,Primary Transit,Kepler-1490,-0.08,0.9,0.87,5515.0,-1.305636458102436,141015.62499999997,0.026697869707111983,5996578231579364.0,1.0344827586206897,0.0029317487601269376,-0.40586071838529286,2.291412235766368,0.010818261107479474,1.366736370221548,0.31149425287356325
Kepler-1491 b,,0.186,16.5860329,0.127,Primary Transit,Kepler-1491,-0.05099999999999999,0.98,1.628,5548.33,-1.6820086052689358,134299.34116807373,0.04811063253177362,5.875457559006544e+16,0.601965601965602,0.011214254856566696,-0.8961962790440431,7.716535433070866,0.0602916927772403,0.22712391938888934,0.11425061425061425
Kepler-1491 c,,0.27889,61.569765,0.3045,Primary Transit,Kepler-1491,-0.05099999999999999,0.98,1.628,5548.33,-1.2769378401367182,134268.17967013517,0.031074179445644858,1.0220556455490204e+16,0.601965601965602,0.0045296583477296044,-0.5164127030311059,3.218390804597701,0.01624173813234467,0.22712391938888934,0.17130835380835382
Kepler-1492 b,,0.133,16.75255007,0.1194119002400699,Primary Transit,Kepler-1492,0.06,0.77,0.72,4712.0,-2.017406150760383,164823.45779220774,0.044786441106324154,3.457211175417805e+16,1.0694444444444444,0.007939089836727167,-0.9229523905344315,6.4482685431851,0.059692404787422305,2.0629715363511663,0.18472222222222223
Kepler-1493 Ab,,0.126,15.0217983,0.123522666227536,Primary Transit,Kepler-1493 A,0.06,1.06,1.29,5863.0,-2.071473372030659,119730.2476415094,0.051665971413322874,7.744372999303947e+16,0.8217054263565892,0.008387810665784269,-0.9082533426931724,8.581420984286543,0.06656992591892277,0.49378368268528877,0.09767441860465116
Kepler-1494 b,,0.274,91.080482,0.3973782039193871,Primary Transit,Kepler-1494,0.01,0.96,0.94,5659.0,-1.2946271725940668,132202.14843749997,0.027413127790207634,6494574316609107.0,1.0212765957446808,0.003008328392465029,-0.40079595750082364,2.4158345639781174,0.010979300702427112,1.1558132591044374,0.2914893617021277
Kepler-1495 b,,0.262,85.273256,0.38932986894293325,Primary Transit,Kepler-1495,0.06,1.03,1.04,5831.0,-1.3394107752210402,123217.53640776695,0.028686974403655845,7626700965875764.0,0.9903846153846154,0.003072475618850534,-0.40968227642700084,2.6455714861963857,0.011727006178818831,0.9156662494310422,0.2519230769230769
Kepler-1496 b,,0.198,64.6588017,0.3387473098029205,Primary Transit,Kepler-1496,0.05,1.18,1.27,6182.0,-1.6194882482876019,107554.29025423728,0.03291759302431244,1.2728120936226378e+16,0.9291338582677164,0.0030622281080720988,-0.4701241450987514,3.4834224976916013,0.01546579852561666,0.5760641442542727,0.15590551181102363
Kepler-1497 b,,0.148,8.74199772,0.08330306002629406,Primary Transit,Kepler-1497,0.01,0.96,0.95,5675.0,-1.9105430052180221,132202.14843749997,0.05987287798106518,1.4946570453891107e+17,1.0105263157894737,0.01692976877143363,-1.0793390450743043,11.524186502836537,0.11439032953671371,1.119696748797201,0.15578947368421053
Kepler-1498 Ab,,0.119,48.051405,0.2501114816144311,Primary Transit,Kepler-1498 A,-0.01,0.86,0.81,5256.0,-2.1286317858706076,147574.49127906977,0.03270449191728547,1.2199840938944008e+16,1.0617283950617282,0.0024765144744466885,-0.6018663710950226,3.438466696725926,0.020811046003753688,1.6182417239166718,0.14691358024691356
Kepler-1499 b,,0.106,44.2008,0.2328384977817809,Primary Transit,Kepler-1499,-0.01,0.82,0.78,5097.0,-2.24431618487007,154773.2469512195,0.033098211530294755,1.2449415363909948e+16,1.051282051282051,0.002398146639879821,-0.6329452113420949,3.5217543825957596,0.022624024904526613,1.7279455149277632,0.1358974358974359
Kepler-149 Ab,,0.3702,29.19899219,0.1815,Primary Transit,Kepler-149 A,0.38,0.93,1.0,5380.49,-0.99371187884274,142595.50505423575,0.03905607857396036,2.5440992827416292e+16,0.93,0.0126785197787335,-0.7411233706278687,5.123966942148761,0.0342477573709711,0.93,0.3702
Kepler-149 Ac,,0.149,55.3291399,0.2779,Primary Transit,Kepler-149 A,0.38,0.93,1.0,5380.49,-1.903808973036678,142640.28498326786,0.031558365086119956,1.0852010885229342e+16,0.93,0.0026929751712984787,-0.5561114532226281,3.34652752788773,0.018073658867775025,0.93,0.149
Kepler-149 Ad,,0.3818,160.0191598,0.5642,Primary Transit,Kepler-149 A,0.38,0.93,1.0,5380.49,-0.9628583676904899,142575.4418187983,0.022153429343969862,2632819892386060.5,0.93,0.0023859642837594747,-0.2485669181806525,1.6483516483516483,0.006249251659925288,0.93,0.3818
Kepler-14 Ab,8.4,1.136,6.790123,0.08186045634287,Primary Transit,Kepler-14 A,0.12,1.51,2.05,6395.0,0.1275133202989595,84049.04801324497,0.07574891007608207,2.4958235169830614e+17,0.7365853658536586,0.1673018294366685,-1.086925838647042,18.446024704228517,0.14727273718016595,0.17527313881110262,0.5541463414634147
Kepler-1500 b,,0.107,15.0330105,0.12120691340851324,Primary Transit,Kepler-1500,-0.05,1.0,1.0,5845.0,-2.234926444520231,126914.06249999997,0.05065954669937594,7.944805659969966e+16,1.0,0.007117669478112851,-0.9164726081438276,8.25035447136271,0.06652027549638179,1.0,0.107
Kepler-1501 b,,0.139,14.5564533,0.1260649088906404,Primary Transit,Kepler-1501,0.04000000000000001,1.2,1.3,6229.0,-1.973281345851445,105761.71874999999,0.05441498467848655,9.472942363759429e+16,0.923076923076923,0.009549029364178981,-0.8994057857189764,9.51890586016275,0.06869805297970488,0.5461993627674101,0.10692307692307693
Kepler-1502 b,,0.284,41.7083629,0.27025039938717776,Primary Transit,Kepler-1502,0.05,1.44,1.72,6666.0,-1.258781040820931,88134.765625,0.04071205918007706,2.70351353636949e+16,0.8372093023255813,0.006809185982219407,-0.5682336555558943,5.328391755443681,0.023976006979645803,0.28299395021821977,0.16511627906976742
Kepler-1503 b,,0.203,96.16987,0.3828420905117352,Primary Transit,Kepler-1503,-0.19,0.77,0.74,5069.0,-1.5945492999403497,164823.45779220772,0.025012696784068145,4504533352051111.0,1.0405405405405406,0.0021108482313639395,-0.41698032096808835,2.011273104717302,0.010398267149576057,1.900183602155845,0.27432432432432435
Kepler-1504 b,,0.19,82.304003,0.35665668241885456,Primary Transit,Kepler-1504,-0.17,0.85,0.81,5393.0,-1.6607312068216509,149310.66176470587,0.027227594588340533,6649989355878962.0,1.0493827160493827,0.002308514690348658,-0.4477496345047966,2.383244284770661,0.012150077317624516,1.5994249596850825,0.2345679012345679
Kepler-1505 Ab,,0.083,30.8609366,0.19110137083473205,Primary Transit,Kepler-1505 A,-0.18,0.93,0.86,5686.0,-2.488914671185539,136466.7338709677,0.038907611294294486,2.86219894038142e+16,1.0813953488372094,0.00268948415518925,-0.7187361975926877,4.866527099924788,0.03240342355649699,1.4621354094608023,0.09651162790697675
